candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender
O. LANUTOSHI AO,http://myneta.info/2008Nagaland/candidate.php?candidate_id=112,Arkakong,IND,0,Graduate,65600000,0,65600000,22,ST,MOKOKCHUNG,NA,,false,false,Male
P. CHUBA,http://myneta.info/2008Nagaland/candidate.php?candidate_id=193,Tuensang Sadar-I,INC,0,Graduate,600000,0,600000,53,ST,TUENSANG,NA,,false,false,Male
P. DAKO PHOM,http://myneta.info/2008Nagaland/candidate.php?candidate_id=181,Tamlu,IND,0,Post Graduate,487160,0,487160,49,ST,LONGLENG,NA,,false,false,Male
P. ENYEI,http://myneta.info/2008Nagaland/candidate.php?candidate_id=152,Wakching,RJD,0,Others,2220000,0,2220000,42,ST,MON,NA,,false,false,Male
P. LONGON,http://myneta.info/2008Nagaland/candidate.php?candidate_id=201,Noklak,NPF,0,Graduate,6793645,0,6793645,56,ST,TUENSANG,NA,,false,false,Male
P. YIBEMO KIKON,http://myneta.info/2008Nagaland/candidate.php?candidate_id=133,Tyui,RJD,0,Graduate,3134500,0,3134500,37,ST,WOKHA,NA,,false,false,Male
P.K.F. TOCHU,http://myneta.info/2008Nagaland/candidate.php?candidate_id=208,Thonoknyu,IND,0,Graduate,1250000,0,1250000,57,ST,TUENSANG,NA,,false,false,Male
PENTHU,http://myneta.info/2008Nagaland/candidate.php?candidate_id=83,Meluri,INC,0,12th Pass,818903,0,818903,20,ST,PHEK,NA,,false,false,Male
PFUCHUKHA LASUSHE,http://myneta.info/2008Nagaland/candidate.php?candidate_id=72,Pfutsero,RJD,0,Graduate,745130,0,745130,16,ST,PHEK,NA,,false,false,Male
PHONGNYEI,http://myneta.info/2008Nagaland/candidate.php?candidate_id=165,Mon Town,RJD,0,10th Pass,766217,0,766217,46,ST,MON,NA,,false,false,Male
PINYIMTHUNG LOTHA,http://myneta.info/2008Nagaland/candidate.php?candidate_id=131,Tyui,NPF,0,10th Pass,1440000,0,1440000,37,ST,WOKHA,NA,,false,false,Male
