candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks,party_eci
Kochara Jagdishbhai Kanjibhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4347,ANJAR,BSP,0,Graduate Professional,826000,0,826000,4,GEN,Kachchh,Kutch,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Aahir Manubhai Mayabhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4150,LIMBAYAT,BSP,0,12th Pass,9049000,0,9049000,163,GEN,Surat,South Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Aakashbhai Chhotabhai Hirvani,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5185,SAVLI,BSP,0,12th Pass,219900,0,219900,135,GEN,Vadodara,Central Gujarat,false,false,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Aarethiya Santokben Bhachubhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3916,RAPAR,INC,0,Illiterate,820267696,199568877,620698819,6,GEN,Kachchh,Kutch,true,true,false,Female,NA,NA,NA,NA,NA,NA,Indian National Congress
Aarya Indravadan Bhimsinh,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4069,JAMBUSAR,IND,0,Not Given,3725000,200000,3525000,150,GEN,Bharuch,Central Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Abbaji Dhyanu Jadav,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4317,PARDI,SHS,0,Literate,1515000,3100000,-1585000,180,GEN,Valsad,South Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Shivsena
Acharya Dr.Nimaben Bhaveshbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3647,BHUJ,BJP,1,Post Graduate,347418010,107416776,240001234,3,GEN,Kachchh,Kutch,true,true,true,Female,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=3647&id2=1506,347418010,346463236,954774,0%,Age Difference=3 PAN is Different,Bharatiya Janata Party
Acharya Keyur Chimanbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4967,GANDHINAGAR SOUTH,Bahujan Mukti Party,0,10th Pass,62000,0,62000,35,GEN,Gandhinagar,North Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Mukti Party
Adiyesha Rutil,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4732,AMRELI,IND,0,10th Pass,588147,0,588147,95,GEN,Amreli,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Advocate Purva Pradip Gajare,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4319,PARDI,IND,0,Graduate Professional,2702000,985000,1717000,180,GEN,Valsad,South Gujarat,true,true,false,Female,NA,NA,NA,NA,NA,NA,Independent
Aftabahmed Saradarahmed Saiyed,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5551,JAMALPUR - KHADIA,IND,0,Graduate,3000000,270000,2730000,52,GEN,Ahmedabad,Central Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Agavan Sadik Karim,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4714,VISAVADAR,IND,0,8th Pass,505125,0,505125,87,GEN,Junagarh,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ahir (Bharwad) Jethabhai Ghelabhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5501,SHEHRA,BJP,1,Graduate,67132165,7931564,59200601,124,GEN,Panchmahal,Central Gujarat,true,true,true,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=5501&id2=1612,67132165,21840467,45291698,207%,NA,Bharatiya Janata Party
Ahir Meraman Markhi,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3981,DWARKA,INC,2,8th Pass,9144010,207000,8937010,82,GEN,Devbhumi Dwarka,Saurashtra,true,true,false,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujaratbye2014&id1=3981&id2=128,9144010,18317255,-9173245,-50%,NA,Indian National Congress
Ahir Vasanbhai Gopalbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3637,ANJAR,BJP,0,5th Pass,31527120,250000,31277120,4,GEN,Kachchh,Kutch,true,true,false,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=3637&id2=1507,31527120,24216626,7310494,30%,NA,Bharatiya Janata Party
Ajaybhai Gomanbhai Vasava,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4566,ANKLESHWAR,IND,0,12th Pass,436410,0,436410,154,GEN,Bharuch,Central Gujarat,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ajitbhai Devabhai Khorani,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3660,CHOTILA,BSP,0,8th Pass,56000,0,56000,63,GEN,Surendranagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Ajitbhai Ghushabhai Lokhil,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4242,RAJKOT EAST,AAP,0,12th Pass,39042529,30408401,8634128,68,GEN,Rajkot,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Aam Aadmi Party
Ajitsinh Parvatsinh Chauhan,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5049,BALASINOR,INC,1,Graduate Professional,5827500,450000,5377500,121,GEN,Mahisagar,Central Gujarat,true,true,true,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Ajmeri Sulemanbhai Hasanbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3782,GARIADHAR,IND,1,5th Pass,7400000,0,7400000,101,GEN,Bhavnagar,Saurashtra,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Akshay Kumar Iswarbhai Patel,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5344,KARJAN,INC,0,10th Pass,20423594,1304795,19118799,147,GEN,Vadodara,Central Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Alpesh Khodaji Thakor,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5482,RADHANPUR,INC,0,12th Pass,13088660,460000,12628660,16,GEN,Patan,North Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Alpesh Vallabhbhai Vadoliya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3693,JETPUR,IND,0,Graduate,141210,0,141210,74,GEN,Rajkot,Saurashtra,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Alpeshbhai Haribhai Italiya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3838,KATARGAM,IND,0,8th Pass,16348904,6208321,10140583,166,GEN,Surat,South Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Alpeshsinh Surubha Vaghela,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4831,DHOLKA,IND,1,Graduate,1191000,30000,1161000,58,GEN,Ahmedabad,Central Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Altafkhan Daudkhan Pathan,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4546,VAGRA,All India Hindustan Congress Party,0,Others,125000,0,125000,151,GEN,Bharuch,Central Gujarat,false,false,false,Male,NA,NA,NA,NA,NA,NA,All India Hindustan Congress Party
Amaroniya Inus Mamad,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4657,JAMNAGAR NORTH,IND,1,5th Pass,218261,70000,148261,78,GEN,Jamnagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ambaliya Nagajibhai Bhikhabhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3840,KATARGAM,AAP,3,Literate,27441404,3841206,23600198,166,GEN,Surat,South Gujarat,true,true,true,Male,NA,NA,NA,NA,NA,NA,Aam Aadmi Party
Ambaliya Ravibhai Jamanadas,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3597,JETPUR,INC,0,10th Pass,295870692,298918942,-3048250,74,GEN,Rajkot,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Amin Vinubhai Bahadurbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5452,DAHEGAM,All India Hindustan Congress Party,0,Graduate,5040000,0,5040000,34,GEN,Gandhinagar,North Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,All India Hindustan Congress Party
Amitbhai Ajitbhai Chavada,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4432,ANKLAV,INC,0,Others,15190959,747495,14443464,110,GEN,Anand,Central Gujarat,true,true,false,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=4432&id2=1555,15190959,8058259,7132700,89%,NA,Indian National Congress
Amitbhai Harisingbhai Chaudhary,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5454,MANSA,BJP,1,12th Pass,220656576,975000,219681576,37,GEN,Gandhinagar,North Gujarat,true,true,false,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=5454&id2=1760,220656576,45336951,175319625,387%,Party in last election was INC,Bharatiya Janata Party
Amjadbhai Babubhai Garasiya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5246,PADRA,IND,0,8th Pass,290000,0,290000,146,GEN,Vadodara,Central Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Amrutbhai Ladhabhai Patel,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4466,ABDASA,IND,0,8th Pass,2137000,0,2137000,1,GEN,Kachchh,Kutch,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Amrutiya Harsukhbhai Ratnabhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4569,TANKARA,IND,0,Not Given,215000,0,215000,66,GEN,Morbi,Saurashtra,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Amurutiya Kantilal Shivlal,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3663,MORBI,BJP,1,12th Pass,65336125,11362407,53973718,65,GEN,Morbi,Saurashtra,true,true,true,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=3663&id2=1308,65336125,29220726,36115399,124%,NA,Bharatiya Janata Party
Anandbhai Hajabhai Maru,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4368,PORBANDAR,BSP,0,12th Pass,4522382,1343871,3178511,83,GEN,Porbandar,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Anil Parmar,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5504,VADODARA CITY (SC),INC,0,12th Pass,7414357,0,7414357,141,SC,Vadodara,Central Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Anilbhai Kanubhai Vankar,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5190,DABHOI,IND,0,12th Pass,125000,0,125000,140,GEN,Vadodara,Central Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Aniyaliya Dalsukhbhai Karamshibhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4252,LIMBDI,Bhartiya Samajik Party,0,Graduate,76000,0,76000,61,GEN,Surendranagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bhartiya Samajik Party
Aniyaliya Ishwarbhai Nanjibhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4255,LIMBDI,IND,0,Literate,6260130,0,6260130,61,GEN,Surendranagar,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ankit Arjunbhai Patel,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4107,OLPAD,Vyavastha Parivartan Party,0,Doctorate,345000,0,345000,155,GEN,Surat,South Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Vyavastha Parivartan Party
Ansari Akram Vahidulla,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4596,LIMBAYAT,NCP,0,Literate,10002000,0,10002000,163,GEN,Surat,South Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Nationalist Congress Party
Ansari Mohomadrashid Nurislam,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4791,VATVA,IND,0,5th Pass,822844,0,822844,43,GEN,Ahmedabad,Central Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Anvar Umar Jokhiya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3548,KHAMBHALIA,IND,0,Literate,36100,0,36100,81,GEN,Devbhumi Dwarka,Saurashtra,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Arathiya Ashokbhai Manjibhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3896,JAMNAGAR NORTH,All India Hindustan Congress Party,0,Literate,30000,0,30000,78,GEN,Jamnagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,All India Hindustan Congress Party
Arifbhai Yakubbhai Kola,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5349,KARJAN,IND,0,10th Pass,51000,0,51000,147,GEN,Vadodara,Central Gujarat,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Arjanbhai Shivabhai Dharajiya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4518,BOTAD,IND,0,Illiterate,74000,0,74000,107,GEN,Botad,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Arjunbhai Versingbhai Rathva,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5101,CHHOTA UDAIPUR (ST),AAP,5,Post Graduate,4239543,1675500,2564043,137,ST,Chhota Udepur,Central Gujarat,true,true,true,Male,NA,NA,NA,NA,NA,NA,Aam Aadmi Party
Arpankumar Bhaskarbhai Patel,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5181,SAVLI,IND,0,Graduate,100000,0,100000,135,GEN,Vadodara,Central Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Arunsinh Ajitsinh Rana,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3618,VAGRA,BJP,0,10th Pass,138796354,14185129,124611225,151,GEN,Bharuch,Central Gujarat,true,true,false,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=3618&id2=953,138796354,71931584,66864770,93%,NA,Bharatiya Janata Party
Arvindbhai Gordhanbhai Raiyani,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4240,RAJKOT EAST,BJP,1,8th Pass,18435948,2548872,15887076,68,GEN,Rajkot,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Arvindbhai Hatiyabhai Gamit,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3811,MANDVI (ST),IND,0,12th Pass,70000,0,70000,157,ST,Surat,South Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Arvindbhai Kanji Asari,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5540,KHEDBRAHMA (ST),BSP,0,10th Pass,770000,0,770000,29,ST,Sabarkantha,North Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Arvindbhai Laljibhai Kavar,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4567,MORBI,IND,0,12th Pass,40000,0,40000,65,GEN,Morbi,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ashokbhai Bhayabhai Gilatar,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4014,GADHADA (SC),Vyavastha Parivartan Party,1,Graduate,383500,43000,340500,106,SC,Botad,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Vyavastha Parivartan Party
Ashokbhai Jivabhai Vaghela,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3733,DWARKA,IND,0,12th Pass,3918195,30000,3888195,82,GEN,Devbhumi Dwarka,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ashokbhai Khimjibhai Pala,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3939,KESHOD,IND,0,Literate,1385250,0,1385250,88,GEN,Junagarh,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ashokbhai Pinakinbhai Makvana,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3700,KALAVAD (SC),All India Hindustan Congress Party,0,Graduate,50000,0,50000,76,SC,Jamnagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,All India Hindustan Congress Party
Ashokbhai Virajibhai Chodvadiya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4129,KAMREJ,INC,0,10th Pass,38893874,45221825,-6327951,158,GEN,Surat,South Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Ashokkumar Ranchhodbhai Patel,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5397,GANDHINAGAR NORTH,BJP,0,12th Pass,41646629,591000,41055629,36,GEN,Gandhinagar,North Gujarat,true,true,false,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=5397&id2=1541,41646629,21250000,20396629,96%,NA,Bharatiya Janata Party
Ashokkumar Somalal Rami,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5731,VISNAGAR,Janata Dal (Secular),0,Graduate Professional,8994094,0,8994094,22,GEN,Mahesana,North Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Janata Dal (Secular)
Ashrafjavid Musabhai Patel,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4551,VAGRA,IND,0,10th Pass,1288306,0,1288306,151,GEN,Bharuch,Central Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ashvinbhai Kamsubhai Rathod,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5479,DHOLKA,INC,0,10th Pass,29216000,1567624,27648376,58,GEN,Ahmedabad,Central Gujarat,false,false,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Ashvinbhai Ranchhodbhai Malakiya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3889,CHOTILA,Vyavastha Parivartan Party,0,12th Pass,414500,250000,164500,63,GEN,Surendranagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Vyavastha Parivartan Party
Ashwinlal Kantilal Satbhaya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3748,MANGROL,IND,0,8th Pass,3025000,54439,2970561,89,GEN,Junagarh,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Aslam Gafarbhai Bhatti,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3530,DHRANGADHRA,IND,0,8th Pass,41000,0,41000,64,GEN,Surendranagar,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Asvinbhai Batukbhai Limbasiya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4735,LATHI,Bharatiya National Janta Dal,2,12th Pass,708000,730000,-22000,96,GEN,Amreli,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya National Janta Dal
Atresha Rameshbhai Shivabhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3976,TANKARA,IND,0,Literate,300000,0,300000,66,GEN,Morbi,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Atulkumar Mayarambhai Pujara,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5578,RADHANPUR,IND,0,8th Pass,3387354,0,3387354,16,GEN,Patan,North Gujarat,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ayare Rajeshbhai Vasantrao,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5197,SAYAJIGUNJ,Rashtriya Samaj Paksha,2,Graduate,19998192,0,19998192,142,GEN,Vadodara,Central Gujarat,true,true,true,Male,NA,NA,NA,NA,NA,NA,Rashtriya Samaj Paksha
Aziz Virani,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4305,RAJKOT SOUTH,IND,6,5th Pass,40000,0,40000,70,GEN,Rajkot,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Babi Abdulraheman Niyajmohamad,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4930,MAHESANA,IND,2,8th Pass,71000,0,71000,25,GEN,Mahesana,North Gujarat,false,true,true,Male,NA,NA,NA,NA,NA,NA,Independent
Babu Sama,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5100,BHUJ,IND,0,5th Pass,152000,0,152000,3,GEN,Kachchh,Kutch,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Babubhai Jamnadas Patel,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4396,DASKROI,BJP,4,10th Pass,325245477,3090616,322154861,57,GEN,Ahmedabad,Central Gujarat,true,true,true,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=4396&id2=1595,325245477,301640111,23605366,8%,NA,Bharatiya Janata Party
Babubhai Kalabhai Vaja,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3751,MANGROL,INC,0,10th Pass,6478066,467800,6010266,89,GEN,Junagarh,Saurashtra,false,true,false,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujaratbye2014&id1=3751&id2=137,6478066,7096233,-618167,-9%,Age Difference=3,Indian National Congress
Babubhai Mavjibhai Mangukiya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5472,THAKKARBAPA NAGAR,INC,0,Graduate Professional,67452227,9046015,58406212,48,GEN,Ahmedabad,Central Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Babubhai Talsibhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4526,BOTAD,IND,0,8th Pass,215000,0,215000,107,GEN,Botad,Saurashtra,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Bagda Himmatbhai Danjibhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3510,SAVARKUNDLA,IND,2,Graduate Professional,9374131,7000,9367131,97,GEN,Amreli,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Bahadurbhai Khodaji Thakor,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5289,SANAND,Bahujan Mukti Party,0,Literate,4295000,260000,4035000,40,GEN,Ahmedabad,Central Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Mukti Party
Bahuguna Rashmiben Bhaktibhusan,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5616,GANDHINAGAR NORTH,IND,0,Graduate Professional,163000,0,163000,36,GEN,Gandhinagar,North Gujarat,false,true,false,Female,NA,NA,NA,NA,NA,NA,Independent
Baisane Shilaben Subhashbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4163,UDHNA,Bahujan Mukti Party,0,Literate,2252266,0,2252266,164,GEN,Surat,South Gujarat,true,true,false,Female,NA,NA,NA,NA,NA,NA,Bahujan Mukti Party
Bakroliya A.Rahim Ismailbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5609,MODASA,JD(U),0,8th Pass,120000,0,120000,31,GEN,Arvalli,North Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Janata Dal (United)
Bakulbhai Mohanbhai Vora,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3651,WADHWAN,Lok Shahi Party (Secular),0,Graduate,158851,0,158851,62,GEN,Surendranagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Lok Shahi Party (Secular)
Balar Kantibhai Himmatbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3875,SURAT NORTH,BJP,0,Literate,539900788,69295355,470605433,160,GEN,Surat,South Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Baldaniya Monaben Dushyantkumar,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3534,DHORAJI,Gujarat Jan Chetna Party,0,Others,450000,0,450000,75,GEN,Rajkot,Saurashtra,false,true,false,Female,NA,NA,NA,NA,NA,NA,Gujarat Jan Chetna Party
Baliya Laljibhai Karabhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4352,GANDHIDHAM (SC),Aapni Sarkar Party,0,Literate,50000,0,50000,5,SC,Kachchh,Kutch,false,false,false,Male,NA,NA,NA,NA,NA,NA,Aapni Sarkar Party
Baliya Ratnabhai Samatbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4525,BOTAD,IND,0,Literate,266650,0,266650,107,GEN,Botad,Saurashtra,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Balubhai Humjibhai Dehda,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5168,GARBADA (ST),All India Hindustan Congress Party,0,8th Pass,428000,0,428000,133,ST,Dahod,Central Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,All India Hindustan Congress Party
Balvantbhai Hirjibhai Variya,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4605,KATARGAM,SHS,2,5th Pass,4131244,0,4131244,166,GEN,Surat,South Gujarat,false,true,true,Male,NA,NA,NA,NA,NA,NA,Shivsena
Bamaniya Gajendrasinh Kantilal,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5091,GODHRA,Bahujan Mukti Party,0,Post Graduate,1842840,265000,1577840,126,GEN,Panchmahal,Central Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Mukti Party
Bambhaniya Shantibhai Arjanbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4502,TALAJA,IND,0,12th Pass,523000,0,523000,100,GEN,Bhavnagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Bambhava Veja Dana,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4646,JAMNAGAR RURAL,Bhartiya Samajik Party,0,Literate,170500,0,170500,77,GEN,Jamnagar,Saurashtra,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bhartiya Samajik Party
Bara Ramilaben Becharbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4418,KHEDBRAHMA (ST),BJP,0,Graduate Professional,15406990,1461467,13945523,29,ST,Sabarkantha,North Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Barad Bhagvanbhai Dhanabhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=3994,TALALA,INC,4,Graduate,45391768,5800089,39591679,91,GEN,Gir Somnath,Saurashtra,true,true,true,Male,http://myneta.info/Gujarat2017/index.php?action=affidavitComparison&myneta_folder2=gujarat2012&id1=3994&id2=808,45391768,57950070,-12558302,-22%,Age Difference=1 PAN is Different,Indian National Congress
Barad Prabhubhai Laxmanbhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=5266,VIRAMGAM,IND,0,5th Pass,2652000,411980,2240020,39,GEN,Ahmedabad,Central Gujarat,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Barai Alpeshbhai Mahendrabhai,http://myneta.info/Gujarat2017/candidate.php?candidate_id=4799,NARANPURA,Lok Shahi Party (Secular),0,12th Pass,346210,0,346210,45,GEN,Ahmedabad,Central Gujarat,true,true,false,Male,NA,NA,NA,NA,NA,NA,Lok Shahi Party (Secular)
