candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks
Sengrak Marak,http://myneta.info/meghalaya2013/candidate.php?candidate_id=343,NORTH TURA (ST),IND,0,Graduate,4723730,0,4723730,50,ST,NA,NA,false,true,false,Male,,,,,,
Serazul H. Kharkongor,http://myneta.info/meghalaya2013/candidate.php?candidate_id=145,TIKRIKILLA (ST),IND,0,10th Pass,131000,0,131000,45,ST,NA,NA,false,false,false,Male,,,,,,
Setsingh Dkhar,http://myneta.info/meghalaya2013/candidate.php?candidate_id=315,NONGSTOIN (ST),NPP,0,Graduate,1145000,0,1145000,32,ST,NA,NA,false,true,false,Male,,,,,,
Shamsher Nongrum,http://myneta.info/meghalaya2013/candidate.php?candidate_id=144,TIKRIKILLA (ST),IND,0,Graduate,7562010,0,7562010,45,ST,NA,NA,false,true,false,Male,,,,,,
Shimbor Diengngan,http://myneta.info/meghalaya2013/candidate.php?candidate_id=321,MAWSHYNRUT (ST),NPP,0,12th Pass,29022500,0,29022500,34,ST,NA,NA,false,true,false,Male,,,,,,
Shitlang Pale,http://myneta.info/meghalaya2013/candidate.php?candidate_id=93,SUTNGA SAIPUNG (ST),INC,0,10th Pass,83513653,0,83513653,5,ST,NA,NA,false,false,false,Male,http://myneta.info/meghalaya2013/index.php?action=affidavitComparison&myneta_folder2=2008Meghalaya&id1=93&id2=21,83513653,9299130,74214523,798%,
Shri. B. Bires Nongsiej,http://myneta.info/meghalaya2013/candidate.php?candidate_id=9,MAWKYRWAT (ST),UDP,0,Graduate Professional,26280000,0,26280000,36,ST,NA,NA,false,true,false,Male,,,,,,
Silme Ch. Marak,http://myneta.info/meghalaya2013/candidate.php?candidate_id=279,MAHENDRAGANJ (ST),IND,0,Graduate Professional,4639055,224790,4414265,54,ST,NA,NA,false,true,false,Female,,,,,,
Singh Mulieh,http://myneta.info/meghalaya2013/candidate.php?candidate_id=182,JOWAI (ST),UDP,0,Graduate,76340590,0,76340590,2,ST,NA,NA,false,true,false,Male,,,,,,
Sirgan A. Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=166,BAGHMARA (ST),IND,0,12th Pass,2757423,0,2757423,60,ST,NA,NA,false,true,false,Male,,,,,,
Sisir Marak,http://myneta.info/meghalaya2013/candidate.php?candidate_id=79,DALU (ST),BJP,0,Others,35100750,859850,34240900,57,ST,NA,NA,false,true,false,Male,,,,,,
Skor Jala,http://myneta.info/meghalaya2013/candidate.php?candidate_id=222,MAWPHLANG (ST),HSPDP,0,8th Pass,5562620,0,5562620,24,ST,NA,NA,false,false,false,Male,,,,,,
Sniawbhalang Dhar,http://myneta.info/meghalaya2013/candidate.php?candidate_id=88,NARTIANG (ST),INC,0,12th Pass,29683278,12936611,16746667,1,ST,NA,NA,false,true,false,Male,http://myneta.info/meghalaya2013/index.php?action=affidavitComparison&myneta_folder2=2008Meghalaya&id1=88&id2=15,29683278,75074,29608204,39439%,PAN was missing last time
Sofior Rahman,http://myneta.info/meghalaya2013/candidate.php?candidate_id=255,RAJABALA,NPP,0,12th Pass,601467,82754,518713,47,GEN,NA,NA,false,false,false,Male,,,,,,
Solishon Donskobar Mylliem,http://myneta.info/meghalaya2013/candidate.php?candidate_id=115,SOHRA (ST),IND,0,12th Pass,29936703,11853405,18083298,28,ST,NA,NA,false,true,false,Male,,,,,,
Somip R. Marak,http://myneta.info/meghalaya2013/candidate.php?candidate_id=261,DADENGGRE (ST),IND,0,Graduate,2011138,221451,1789687,49,ST,NA,NA,false,false,false,Male,,,,,,
Sosthenes Sohtun,http://myneta.info/meghalaya2013/candidate.php?candidate_id=172,JIRANG (ST),NPP,0,12th Pass,16566648,3000000,13566648,10,ST,NA,NA,false,true,false,Male,,,,,,
Sounder S. Cajee,http://myneta.info/meghalaya2013/candidate.php?candidate_id=215,SOUTH SHILLONG,IND,0,Others,15536459,0,15536459,19,GEN,NA,NA,false,false,false,Male,,,,,,
Stanleywiss Rymbai,http://myneta.info/meghalaya2013/candidate.php?candidate_id=16,UMROI (ST),IND,0,10th Pass,4845000,0,4845000,12,ST,NA,NA,false,true,false,Male,http://myneta.info/meghalaya2013/index.php?action=affidavitComparison&myneta_folder2=2008Meghalaya&id1=16&id2=278,4845000,1900000,2945000,155%,Age Difference=1 PAN was missing last time Party in last election was INC
Starfing Jove Langpen Pdahkasiej,http://myneta.info/meghalaya2013/candidate.php?candidate_id=309,MAWSYNRAM (ST),HSPDP,1,Graduate,1157000,450000,707000,25,ST,NA,NA,false,true,false,Male,,,,,,
Stephanson Mukhim,http://myneta.info/meghalaya2013/candidate.php?candidate_id=199,AMLAREM (ST),IND,0,Graduate,7386083,879611,6506472,7,ST,NA,NA,false,true,false,Male,,,,,,
Subir M Marak,http://myneta.info/meghalaya2013/candidate.php?candidate_id=22,RANGSAKONA (ST),IND,0,Graduate Professional,2593721,0,2593721,52,ST,NA,NA,false,false,false,Male,,,,,,
Suly Lyngdoh,http://myneta.info/meghalaya2013/candidate.php?candidate_id=111,MAWSYNRAM (ST),IND,0,Graduate,16592579,0,16592579,25,ST,NA,NA,false,true,false,Male,,,,,,
Sunolsing M. Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=136,RONGJENG (ST),NCP,0,10th Pass,2046378,0,2046378,42,ST,NA,NA,false,true,false,Male,,,,,,
Susana D Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=251,PHULBARI,UDP,0,12th Pass,214985,0,214985,46,GEN,NA,NA,false,false,false,Female,,,,,,
Sylvester Bulu Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=10,PHULBARI,IND,0,Graduate,21000,0,21000,46,GEN,NA,NA,false,true,false,Male,,,,,,
Tarang A Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=286,GAMBEGRE (ST),IND,0,Graduate,1672005,536525,1135480,56,ST,NA,NA,false,true,false,Male,,,,,,
Teiborlang Pathaw,http://myneta.info/meghalaya2013/candidate.php?candidate_id=34,MAWLAI (ST),IND,0,Graduate,2315000,300000,2015000,15,ST,NA,NA,false,true,false,Male,,,,,,
Teilinia S. Thangkhiew,http://myneta.info/meghalaya2013/candidate.php?candidate_id=4,MYLLIEM (ST),IND,0,Graduate,3915760,574304,3341456,20,ST,NA,NA,false,false,false,Female,,,,,,
Thomas A Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=264,NORTH TURA (ST),NPP,0,Graduate,4109987,218566,3891421,50,ST,NA,NA,false,true,false,Male,,,,,,
Tim Chisim,http://myneta.info/meghalaya2013/candidate.php?candidate_id=338,RAJABALA,IND,0,10th Pass,211000,0,211000,47,GEN,NA,NA,false,false,false,Male,,,,,,
Timothy Shira,http://myneta.info/meghalaya2013/candidate.php?candidate_id=238,RESUBELPARA (ST),NPP,0,Graduate,5835237,0,5835237,39,ST,NA,NA,false,false,false,Male,,,,,,
Tirot Singh Sun,http://myneta.info/meghalaya2013/candidate.php?candidate_id=176,UMROI (ST),UDP,0,Others,18306297,0,18306297,12,ST,NA,NA,false,false,false,Male,,,,,,
Titosstarwell Chyne,http://myneta.info/meghalaya2013/candidate.php?candidate_id=47,SOHRA (ST),UDP,0,Graduate,4650542,600000,4050542,28,ST,NA,NA,false,true,false,Male,,,,,,
Tobias R. Marak,http://myneta.info/meghalaya2013/candidate.php?candidate_id=41,MAWSYNRAM (ST),NCP,0,Graduate,333000,0,333000,25,ST,NA,NA,false,true,false,Male,,,,,,
Tonington Tyrsa,http://myneta.info/meghalaya2013/candidate.php?candidate_id=324,MAWSHYNRUT (ST),IND,0,10th Pass,6305514,0,6305514,34,ST,NA,NA,false,true,false,Male,,,,,,
Tonsing N. Marak,http://myneta.info/meghalaya2013/candidate.php?candidate_id=179,SONGSAK (ST),INC,0,Graduate,2180938,0,2180938,41,ST,NA,NA,false,true,false,Male,,,,,,
Veecare Nicia Lamare,http://myneta.info/meghalaya2013/candidate.php?candidate_id=87,NARTIANG (ST),BJP,0,10th Pass,21271,0,21271,1,ST,NA,NA,false,false,false,Female,,,,,,
Waran Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=237,RESUBELPARA (ST),UDP,0,10th Pass,11878741,0,11878741,39,ST,NA,NA,false,true,false,Male,,,,,,
Widnald D. Marak,http://myneta.info/meghalaya2013/candidate.php?candidate_id=289,GAMBEGRE (ST),SP,0,10th Pass,3106082,436000,2670082,56,ST,NA,NA,false,true,false,Male,,,,,,
Winnerson D. Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=285,SALMANPARA (ST),INC,0,Post Graduate,6395835,0,6395835,55,ST,NA,NA,false,true,false,Male,,,,,,
Witting Mawsor,http://myneta.info/meghalaya2013/candidate.php?candidate_id=56,MAWSHYNRUT (ST),HSPDP,0,Post Graduate,7219823,0,7219823,34,ST,NA,NA,false,true,false,Male,,,,,,
Wonderlyne Lapang,http://myneta.info/meghalaya2013/candidate.php?candidate_id=168,JIRANG (ST),UDP,0,Graduate,2608275,0,2608275,10,ST,NA,NA,false,false,false,Male,,,,,,
Zenith M Sangma,http://myneta.info/meghalaya2013/candidate.php?candidate_id=348,RANGSAKONA (ST),INC,0,Graduate,48177222,3373113,44804109,52,ST,NA,NA,false,true,false,Male,,,,,,
