candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks,party_eci
Radha Raman Shastri,http://myneta.info/hp2012/candidate.php?candidate_id=55,SHIMLA,NCP,0,Doctorate,32500000,5352353,27147647,63,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Nationalist Congress Party
Raj Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=123,SUJANPUR,LJP,0,Post Graduate,7345750,199500,7146250,37,GEN,HAMIRPUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Raj Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=8,UNA,IND,0,Graduate,9330000,0,9330000,44,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Raj Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=407,DEHRA,AITC,0,Graduate,2770456,0,2770456,10,GEN,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Raj Kumari,http://myneta.info/hp2012/candidate.php?candidate_id=533,ARKI,IND,0,10th Pass,3882745,600000,3282745,50,GEN,SOLAN,SHIVALIK REGION,true,true,false,Female,NA,NA,NA,NA,NA,NA,Independent
Raj Singh,http://myneta.info/hp2012/candidate.php?candidate_id=175,CHAMBA,IND,1,10th Pass,13120494,6375044,6745450,3,GEN,CHAMBA,BEAS RIVER REGION,true,true,true,Male,NA,NA,NA,NA,NA,NA,Independent
Raja Ram,http://myneta.info/hp2012/candidate.php?candidate_id=338,KASAULI (SC),BSP,0,8th Pass,2686981,510425,2176556,54,SC,SOLAN,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Rajeev Jamwal,http://myneta.info/hp2012/candidate.php?candidate_id=514,PALAMPUR,AITC,0,10th Pass,33880404,1350000,32530404,19,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Rajesh Dharmani,http://myneta.info/hp2012/candidate.php?candidate_id=75,GHUMARWIN,INC,0,Post Graduate,8016802,1242000,6774802,47,GEN,BILASPUR,SHIVALIK REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=75&id2=43,8016802,4921346,3095456,63%,NA,Indian National Congress
Rajesh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=563,SOLAN (SC),BSP,0,10th Pass,6252500,0,6252500,53,SC,SOLAN,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Rajesh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=232,SOLAN (SC),AITC,0,8th Pass,1334500,0,1334500,53,SC,SOLAN,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Rajesh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=565,SRI RENUKAJI (SC),BSP,0,Post Graduate,1035000,0,1035000,57,SC,SIRMOUR,SHIVALIK REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Rajesh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=578,DEHRA,IND,0,Post Graduate,5291000,230000,5061000,10,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Rajesh Sharma,http://myneta.info/hp2012/candidate.php?candidate_id=245,KANGRA,IND,0,Post Graduate,182739160,36824591,145914569,16,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Rajinder Garg,http://myneta.info/hp2012/candidate.php?candidate_id=76,GHUMARWIN,BJP,0,Post Graduate,9339591,1065277,8274314,47,GEN,BILASPUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Rajinder Kanwar,http://myneta.info/hp2012/candidate.php?candidate_id=422,JASWAN-PRAGPUR,AITC,0,12th Pass,1861000,0,1861000,11,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Rajinder Singh,http://myneta.info/hp2012/candidate.php?candidate_id=345,CHOPAL,AITC,0,Graduate,3076000,1650000,1426000,60,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Rajinder Singh,http://myneta.info/hp2012/candidate.php?candidate_id=122,SUJANPUR,IND,0,Graduate,223187546,0,223187546,37,GEN,HAMIRPUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Rajinder Singh,http://myneta.info/hp2012/candidate.php?candidate_id=62,JASWAN-PRAGPUR,BSP,0,12th Pass,4365000,0,4365000,11,GEN,KANGRA,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Rajinder Singh Chawla,http://myneta.info/hp2012/candidate.php?candidate_id=402,DEHRA,IND,0,Post Graduate,7189000,0,7189000,10,GEN,KANGRA,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Rajinder Singh Rana,http://myneta.info/hp2012/candidate.php?candidate_id=456,DEHRA,INC,0,Post Graduate,45638497,0,45638497,10,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Rajiv Bindal,http://myneta.info/hp2012/candidate.php?candidate_id=418,NAHAN,BJP,0,Graduate Professional,64299027,151651,64147376,56,GEN,SIRMOUR,SHIVALIK REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=418&id2=71,64299027,16015760,48283267,301%,NA,Bharatiya Janata Party
Rakesh Kalia,http://myneta.info/hp2012/candidate.php?candidate_id=549,GAGRET,INC,1,Graduate,79910832,29201854,50708978,42,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=549&id2=25,79910832,27564933,52345899,190%,NA,Indian National Congress
Rakesh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=77,GHUMARWIN,IND,0,10th Pass,126142547,23066355,103076192,47,GEN,BILASPUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Rakesh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=236,SUNDERNAGAR,BJP,0,Graduate,6300000,1000000,5300000,27,GEN,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Rakesh Palsra,http://myneta.info/hp2012/candidate.php?candidate_id=204,JOGINDERNAGAR,AITC,0,12th Pass,70500,0,70500,31,GEN,MANDI,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Rakesh Pathania,http://myneta.info/hp2012/candidate.php?candidate_id=133,NURPUR,IND,0,12th Pass,28402521,3731862,24670659,6,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=133&id2=99,28402521,16442802,11959719,73%,PAN is Different,Independent
Rakesh Singh,http://myneta.info/hp2012/candidate.php?candidate_id=388,THEOG,CPM,3,Post Graduate,172811097,300000,172511097,61,GEN,SHIMLA,SHIMLA REGION,false,true,true,Male,NA,NA,NA,NA,NA,NA,Communist Party of India (Marxist)
Rakesh Verma,http://myneta.info/hp2012/candidate.php?candidate_id=386,THEOG,BJP,0,Graduate Professional,59645377,1500000,58145377,61,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=386&id2=65,59645377,13480000,46165377,342%,Age Difference=3  Party in last election was IND,Bharatiya Janata Party
Ram Dass,http://myneta.info/hp2012/candidate.php?candidate_id=361,KUTLEHAR,INC,0,10th Pass,27517012,200235,27316777,45,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Ram Krishan,http://myneta.info/hp2012/candidate.php?candidate_id=532,ARKI,CPM,5,Graduate Professional,6880000,600000,6280000,50,GEN,SOLAN,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Communist Party of India (Marxist)
Ram Krishan Sandhu,http://myneta.info/hp2012/candidate.php?candidate_id=287,GAGRET,IND,0,Graduate Professional,26186850,271000,25915850,42,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ram Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=322,HAROLI,BJP,0,Post Graduate,7216533,95981,7120552,43,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Ram Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=270,DOON,INC,2,Post Graduate,364431106,9158266,355272840,52,GEN,SOLAN,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Ram Lal Kesta,http://myneta.info/hp2012/candidate.php?candidate_id=301,JUBBAL -KOTKHAI,BSP,0,12th Pass,100000,0,100000,65,GEN,SHIMLA,SHIMLA REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Ram Lal Markanda,http://myneta.info/hp2012/candidate.php?candidate_id=457,LAHAUL AND SPITI (ST),BJP,0,Doctorate,10775877,1172000,9603877,21,ST,LAHAUL & SPITI,GREATER HIMALAYAS,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=457&id2=121,10775877,878039,9897838,1127%,PAN was missing last time,Bharatiya Janata Party
Ram Lal Sharma,http://myneta.info/hp2012/candidate.php?candidate_id=28,THEOG,IND,0,10th Pass,16912000,1500000,15412000,61,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ram Lal Thakur,http://myneta.info/hp2012/candidate.php?candidate_id=100,SRI NAINA DEVIJI,INC,0,Graduate Professional,44029001,2323271,41705730,49,GEN,BILASPUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Ram Lok,http://myneta.info/hp2012/candidate.php?candidate_id=127,CHINTPURNI (SC),HLP,1,10th Pass,820000,70000,750000,41,SC,UNA,BEAS RIVER REGION,false,false,true,Male,NA,NA,NA,NA,NA,NA,Himachal Lokhit Party
Ram Niwas Yadav,http://myneta.info/hp2012/candidate.php?candidate_id=242,KANGRA,SP,0,Literate,4313000,350000,3963000,16,GEN,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Samajwadi Party
Ram Rattan,http://myneta.info/hp2012/candidate.php?candidate_id=448,PACHHAD (SC),NCP,0,Graduate,3971615,280000,3691615,55,SC,SIRMOUR,SHIVALIK REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Nationalist Congress Party
Ram Singh,http://myneta.info/hp2012/candidate.php?candidate_id=304,KULLU,BJP,1,Graduate,46066021,4072874,41993147,23,GEN,KULLU,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Ram Swaroop,http://myneta.info/hp2012/candidate.php?candidate_id=244,KANGRA,HiSP,0,12th Pass,4793850,0,4793850,16,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Himachal Swabhiman Party
Ram Swaroop,http://myneta.info/hp2012/candidate.php?candidate_id=340,KASAULI (SC),AITC,0,Post Graduate,495000,0,495000,54,SC,SOLAN,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Rama Mahendra,http://myneta.info/hp2012/candidate.php?candidate_id=5,PALAMPUR,HiSP,0,Graduate,10000,0,10000,19,GEN,KANGRA,BEAS RIVER REGION,false,false,false,Female,NA,NA,NA,NA,NA,NA,Himachal Swabhiman Party
Raman Kumar Jassal,http://myneta.info/hp2012/candidate.php?candidate_id=554,GAGRET,IND,1,12th Pass,7318730,2187973,5130757,42,GEN,UNA,BEAS RIVER REGION,true,true,true,Male,NA,NA,NA,NA,NA,NA,Independent
Ramesh Chand,http://myneta.info/hp2012/candidate.php?candidate_id=144,JAWALAMUKHI,BJP,1,10th Pass,3038985,267421,2771564,12,GEN,KANGRA,BEAS RIVER REGION,true,true,true,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=144&id2=53,3038985,1844000,1194985,65%,PAN was missing last time,Bharatiya Janata Party
Ramesh Chand,http://myneta.info/hp2012/candidate.php?candidate_id=266,BHORANJ (SC),INC,0,Graduate Professional,3369911,100000,3269911,36,SC,HAMIRPUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Ramesh Chand,http://myneta.info/hp2012/candidate.php?candidate_id=251,KUTLEHAR,BSP,0,12th Pass,917000,0,917000,45,GEN,UNA,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Ramesh Dutt,http://myneta.info/hp2012/candidate.php?candidate_id=1,FATEHPUR,IND,2,8th Pass,2070885,413459,1657426,8,GEN,KANGRA,BEAS RIVER REGION,false,false,true,Male,NA,NA,NA,NA,NA,NA,Independent
Ramla Devi,http://myneta.info/hp2012/candidate.php?candidate_id=346,CHOPAL,LJP,0,Illiterate,190000,0,190000,60,GEN,SHIMLA,SHIMLA REGION,false,false,false,Female,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Ranbir Singh,http://myneta.info/hp2012/candidate.php?candidate_id=567,NURPUR,BJP,0,10th Pass,94699314,11200000,83499314,6,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Randhir Sharma,http://myneta.info/hp2012/candidate.php?candidate_id=499,SRI NAINA DEVIJI,BJP,0,Post Graduate,6834770,0,6834770,49,GEN,BILASPUR,SHIVALIK REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=499&id2=131,6834770,1152024,5682746,493%,"PAN was missing last time    bad_scan for movable asset in Himachal 2007, page_missing for immovable asset in Himachal 2007.",Bharatiya Janata Party
Rangi Ram,http://myneta.info/hp2012/candidate.php?candidate_id=78,PACHHAD (SC),AITC,0,10th Pass,2255000,100000,2155000,55,SC,SIRMOUR,SHIVALIK REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Rangila Ram Rao,http://myneta.info/hp2012/candidate.php?candidate_id=477,SARKAGHAT,INC,0,Graduate Professional,14629000,0,14629000,35,GEN,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Rattan Chand,http://myneta.info/hp2012/candidate.php?candidate_id=174,CHAMBA,CPI,2,10th Pass,6705226,128000,6577226,3,GEN,CHAMBA,BEAS RIVER REGION,false,false,true,Male,NA,NA,NA,NA,NA,NA,Communist Party of India
Rattan Dass,http://myneta.info/hp2012/candidate.php?candidate_id=394,ROHRU (SC),HLP,0,12th Pass,1531700,1400000,131700,67,SC,SHIMLA,SHIMLA REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Himachal Lokhit Party
Ravi Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=142,SHIMLA RURAL,BSP,0,10th Pass,106000,0,106000,64,GEN,SHIMLA,SHIMLA REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Ravi Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=12,JAWALI,BSP,2,10th Pass,2230170,400000,1830170,9,GEN,KANGRA,BEAS RIVER REGION,false,true,true,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Ravi Thakur,http://myneta.info/hp2012/candidate.php?candidate_id=111,LAHAUL AND SPITI (ST),INC,1,Graduate,167507216,7949875,159557341,21,ST,LAHAUL & SPITI,GREATER HIMALAYAS,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Ravinder Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=152,JAISINGHPUR (SC),IND,0,Graduate Professional,3732945,847714,2885231,13,SC,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Ravinder Singh,http://myneta.info/hp2012/candidate.php?candidate_id=504,JAWALI,HLP,1,8th Pass,9719419,202554,9516865,9,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Himachal Lokhit Party
Ravinder Singh,http://myneta.info/hp2012/candidate.php?candidate_id=103,DEHRA,BJP,1,Graduate,10051000,1859500,8191500,10,GEN,KANGRA,BEAS RIVER REGION,true,true,true,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=103&id2=63,10051000,1995778,8055222,404%,NA,Bharatiya Janata Party
Reeta Devi,http://myneta.info/hp2012/candidate.php?candidate_id=289,INDORA (SC),BJP,0,10th Pass,2526120,683340,1842780,7,SC,KANGRA,BEAS RIVER REGION,false,true,false,Female,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Renu Chadha,http://myneta.info/hp2012/candidate.php?candidate_id=226,DALHOUSIE,BJP,0,12th Pass,22244222,6878333,15365889,4,GEN,CHAMBA,BEAS RIVER REGION,true,true,false,Female,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=226&id2=11,22244222,14915315,7328907,49%,NA,Bharatiya Janata Party
Rikhi Ram,http://myneta.info/hp2012/candidate.php?candidate_id=155,JHANDUTA (SC),BJP,0,10th Pass,13069299,0,13069299,46,SC,BILASPUR,SHIVALIK REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=155&id2=41,13069299,1341232,11728067,874%,NA,Bharatiya Janata Party
Rohit Thakur,http://myneta.info/hp2012/candidate.php?candidate_id=299,JUBBAL -KOTKHAI,INC,0,Graduate,47383843,818972,46564871,65,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Roop Singh,http://myneta.info/hp2012/candidate.php?candidate_id=417,DOON,BSP,0,Graduate,6450000,500000,5950000,52,GEN,SOLAN,SHIVALIK REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Roop Singh,http://myneta.info/hp2012/candidate.php?candidate_id=239,SUNDERNAGAR,IND,0,Graduate Professional,28645526,3453592,25191934,27,GEN,MANDI,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=239&id2=67,28645526,10086007,18559519,184%,Party in last election was BJP,Independent
Roshan Lal,http://myneta.info/hp2012/candidate.php?candidate_id=389,THEOG,IND,0,12th Pass,881000,60000,821000,61,GEN,SHIMLA,SHIMLA REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Roshan Lal Thakural,http://myneta.info/hp2012/candidate.php?candidate_id=197,NACHAN (SC),BSP,0,Graduate,8421500,1350000,7071500,28,SC,MANDI,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Rumesh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=173,CHAMBA,SP,0,5th Pass,182613,0,182613,3,GEN,CHAMBA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Samajwadi Party
Sada Nand Chauhan,http://myneta.info/hp2012/candidate.php?candidate_id=583,NAHAN,LJP,0,10th Pass,155909210,0,155909210,56,GEN,SIRMOUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Sakun Chauhan,http://myneta.info/hp2012/candidate.php?candidate_id=339,KASAULI (SC),SP,0,10th Pass,200000,0,200000,54,SC,SOLAN,SHIVALIK REGION,false,true,false,Female,NA,NA,NA,NA,NA,NA,Samajwadi Party
Sali Ram,http://myneta.info/hp2012/candidate.php?candidate_id=570,NURPUR,BSP,1,10th Pass,1505000,730000,775000,6,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Sandeep Sharma,http://myneta.info/hp2012/candidate.php?candidate_id=252,KUTLEHAR,HiSP,0,Graduate Professional,11235230,1435000,9800230,45,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Himachal Swabhiman Party
Sanjay,http://myneta.info/hp2012/candidate.php?candidate_id=529,ARKI,INC,0,Post Graduate,22750060,2810212,19939848,50,GEN,SOLAN,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Sanjay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=425,KANGRA,BJP,0,Post Graduate,7349362,2000000,5349362,16,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=425&id2=117,7349362,357000,6992362,1959%,PAN was missing last time Party in last election was BSP,Bharatiya Janata Party
Sanjay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=446,SULLAH,BSP,0,10th Pass,985000,0,985000,14,GEN,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Sanjay Kumar Guleria,http://myneta.info/hp2012/candidate.php?candidate_id=60,JAWALI,IND,1,Post Graduate,43876393,2392549,41483844,9,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Sanjay Kumar Surehali,http://myneta.info/hp2012/candidate.php?candidate_id=283,BALH (SC),IND,0,Post Graduate,8781412,4045930,4735482,34,SC,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Sanjay Rattan,http://myneta.info/hp2012/candidate.php?candidate_id=352,JAWALAMUKHI,INC,0,Graduate Professional,4953106,0,4953106,12,GEN,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Sanjiv Phanda,http://myneta.info/hp2012/candidate.php?candidate_id=527,HAROLI,AITC,1,Graduate Professional,6562631,362000,6200631,43,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Sanju Ram,http://myneta.info/hp2012/candidate.php?candidate_id=83,DHARAMPUR,HND,0,10th Pass,196000,36000,160000,32,GEN,MANDI,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Hindusthan Nirman Dal
Sarita,http://myneta.info/hp2012/candidate.php?candidate_id=305,KULLU,BSP,0,10th Pass,333000,0,333000,23,GEN,KULLU,BEAS RIVER REGION,false,true,false,Female,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Sarvar Ali,http://myneta.info/hp2012/candidate.php?candidate_id=349,PAONTA SAHIB,IND,0,8th Pass,542500,0,542500,58,GEN,SIRMOUR,SHIVALIK REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Sarveen,http://myneta.info/hp2012/candidate.php?candidate_id=428,SHAHPUR,BJP,0,Post Graduate,21697350,6900000,14797350,17,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Female,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=428&id2=77,21697350,4126835,17570515,426%,PAN was missing last time,Bharatiya Janata Party
Satish Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=250,BARSAR,HLP,0,12th Pass,3932615,275000,3657615,39,GEN,HAMIRPUR,SHIVALIK REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Himachal Lokhit Party
Satish Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=106,DEHRA,IND,0,Graduate,1980971,0,1980971,10,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Satish Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=171,NAGROTA,LJP,0,10th Pass,1330000,30000,1300000,15,GEN,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Satpal,http://myneta.info/hp2012/candidate.php?candidate_id=90,SRI RENUKAJI (SC),CPM,0,8th Pass,1065027,240000,825027,57,SC,SIRMOUR,SHIVALIK REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Communist Party of India (Marxist)
Satpal Satti,http://myneta.info/hp2012/candidate.php?candidate_id=528,UNA,BJP,0,Post Graduate,26815802,1483388,25332414,44,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=528&id2=61,26815802,11600191,15215611,131%,PAN is Different,Bharatiya Janata Party
Satpal Singh,http://myneta.info/hp2012/candidate.php?candidate_id=91,UNA,INC,2,10th Pass,23657741,2860088,20797653,44,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Seema,http://myneta.info/hp2012/candidate.php?candidate_id=343,CHOPAL,BJP,0,Graduate Professional,13065000,200000,12865000,60,GEN,SHIMLA,SHIMLA REGION,true,true,false,Female,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Shakuntala Devi,http://myneta.info/hp2012/candidate.php?candidate_id=547,BALH (SC),AITC,0,10th Pass,2557000,0,2557000,34,SC,MANDI,BEAS RIVER REGION,true,true,false,Female,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Shalender Thakur,http://myneta.info/hp2012/candidate.php?candidate_id=575,DALHOUSIE,IND,0,Graduate Professional,2765499,0,2765499,4,GEN,CHAMBA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Shamsher Singh,http://myneta.info/hp2012/candidate.php?candidate_id=516,LAHAUL AND SPITI (ST),IND,0,Graduate,1023000,50000,973000,21,ST,LAHAUL & SPITI,GREATER HIMALAYAS,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Shanti Devi,http://myneta.info/hp2012/candidate.php?candidate_id=450,PACHHAD (SC),BSP,0,8th Pass,1326000,0,1326000,55,SC,SIRMOUR,SHIVALIK REGION,false,false,false,Female,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Shashi Pal,http://myneta.info/hp2012/candidate.php?candidate_id=467,BAIJNATH (SC),BSP,0,10th Pass,1420000,0,1420000,20,SC,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Shiv Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=286,GAGRET,AITC,0,10th Pass,1806094,201032,1605062,42,GEN,UNA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Shiv Ram Sharma,http://myneta.info/hp2012/candidate.php?candidate_id=479,SARKAGHAT,SP,0,10th Pass,10000,0,10000,35,GEN,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Samajwadi Party
Shushil Sharma,http://myneta.info/hp2012/candidate.php?candidate_id=506,JAWALI,IND,0,12th Pass,3499348,1020000,2479348,9,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
