candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender
Pamu Ramesh,http://myneta.info/ap09/candidate.php?candidate_id=604,PALAKURTHI,IND,0,Post Graduate,0,0,0,100,GEN,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Panabaka China Gangaiah,http://myneta.info/ap09/candidate.php?candidate_id=1918,SULLURPETA (SC),IND,0,5th Pass,10000,0,10000,240,SC,NELLORE,COASTAL ANDHRA,,FALSE,FALSE,Male
Pandela Somayya,http://myneta.info/ap09/candidate.php?candidate_id=1800,RAMPACHODAVARAM (ST),IND,2,Not Given,0,0,0,172,ST,EAST GODAVARI,COASTAL ANDHRA,,FALSE,TRUE,Male
Pandugula Narsimulu Goud,http://myneta.info/ap09/candidate.php?candidate_id=1590,PARGI,IND,0,Literate,0,0,0,54,GEN,RANGAREDDI,TELANGANA,,FALSE,FALSE,Male
Panguluri Anjaiah,http://myneta.info/ap09/candidate.php?candidate_id=3074,MACHERLA,IND,0,10th Pass,86000,0,86000,220,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Papireddy Madanmohan Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2332,RAYACHOTI,IND,0,Graduate,1002500,0,1002500,247,GEN,KADAPA,RAYALA SEEMA,,TRUE,FALSE,Male
Paramesh Gaddagunti,http://myneta.info/ap09/candidate.php?candidate_id=1504,LAL BAHADUR NAGAR,IND,0,10th Pass,11010000,0,11010000,49,GEN,RANGAREDDI,TELANGANA,,TRUE,FALSE,Male
Paramjyothi Radapaka,http://myneta.info/ap09/candidate.php?candidate_id=678,WARDHANAPET (SC),IND,0,12th Pass,1197000,40000,1157000,107,SC,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Parisapogu Issaiah,http://myneta.info/ap09/candidate.php?candidate_id=2439,YERRAGONDAPALEM(SC),IND,0,10th Pass,50000,0,50000,221,SC,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Parre Lakshmi Narayana,http://myneta.info/ap09/candidate.php?candidate_id=2560,KONDAPI (SC),IND,0,12th Pass,752000,404617,347383,229,SC,PRAKASAM,COASTAL ANDHRA,,TRUE,FALSE,Male
Patala Varadaiah,http://myneta.info/ap09/candidate.php?candidate_id=3058,GURUZALA,IND,0,Not Given,50000,0,50000,219,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Patan Nazeer Khan,http://myneta.info/ap09/candidate.php?candidate_id=2132,THAMBALLAPALLE,IND,0,Graduate,280000,0,280000,281,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
Patchineela Maridiyya,http://myneta.info/ap09/candidate.php?candidate_id=1178,PAYAKARAOPET (SC),IND,0,Graduate,0,0,0,152,SC,VISHAKAPATNAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Patha Bapu Shetti,http://myneta.info/ap09/candidate.php?candidate_id=1824,RAMAGUNDAM,IND,0,10th Pass,413000,202000,211000,23,GEN,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
Pathi Rajeshwar,http://myneta.info/ap09/candidate.php?candidate_id=582,JANGOAN,IND,0,Post Graduate,0,0,0,98,GEN,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Pathlavath Shakru,http://myneta.info/ap09/candidate.php?candidate_id=1608,SHADNAGAR,IND,0,Literate,0,0,0,84,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Patlolla Narahari Reddy,http://myneta.info/ap09/candidate.php?candidate_id=1785,SANGAREDDY,IND,1,Graduate Professional,1505000,88456,1416544,39,GEN,MEDAK,TELANGANA,,FALSE,FALSE,Male
Patnam Sujatha,http://myneta.info/ap09/candidate.php?candidate_id=527,BHONGIR,IND,0,Graduate,450000,0,450000,94,GEN,NALGONDA,TELANGANA,,TRUE,FALSE,Male
Patteti Suresh Babu,http://myneta.info/ap09/candidate.php?candidate_id=552,THUNGATHURTHY (SC),IND,0,Graduate Professional,2020000,0,2020000,96,SC,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Paul Sathyanadhan David,http://myneta.info/ap09/candidate.php?candidate_id=930,KHAIRATABAD,IND,0,Graduate,4800000,35000,4765000,60,GEN,HYDERABAD,TELANGANA,,TRUE,FALSE,Male
Payam China Rama Rao,http://myneta.info/ap09/candidate.php?candidate_id=89,BHADRACHELAM (ST),IND,0,Graduate,702000,0,702000,119,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Peddanna Vudatha,http://myneta.info/ap09/candidate.php?candidate_id=2871,MANGALAGIRI,IND,0,12th Pass,8265405,40000,8225405,206,GEN,GUNTUR,COASTAL ANDHRA,,TRUE,FALSE,Male
Peethala Murali Mohanrao,http://myneta.info/ap09/candidate.php?candidate_id=1649,CHEEPURUPALLE,IND,0,12th Pass,50000,30000,20000,134,GEN,VIZIANAGARAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Pemmasani Prabhakar Naidu,http://myneta.info/ap09/candidate.php?candidate_id=1854,ATMAKUR,IND,0,12th Pass,403000,0,403000,234,GEN,NELLORE,COASTAL ANDHRA,,FALSE,FALSE,Male
Perla Uppalamma,http://myneta.info/ap09/candidate.php?candidate_id=539,NAKREKAL (SC),IND,0,Literate,40000,0,40000,95,SC,NALGONDA,TELANGANA,,FALSE,FALSE,Male
PERLA VENKATAIAH,http://myneta.info/ap09/candidate.php?candidate_id=454,Miryalaguda,IND,0,Literate,0,0,0,88,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Perumalla Venkanna,http://myneta.info/ap09/candidate.php?candidate_id=484,SURYAPET,IND,0,Literate,0,0,0,91,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Perumandla. Venkateswarlu,http://myneta.info/ap09/candidate.php?candidate_id=595,GHANPUR (STATION) (SC),IND,0,12th Pass,328000,50000,278000,99,SC,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Peyyala Naga Subbarayudu,http://myneta.info/ap09/candidate.php?candidate_id=1979,TADPATRI,IND,0,Graduate,1085000,0,1085000,270,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Phathya Naik,http://myneta.info/ap09/candidate.php?candidate_id=1712,NARAYANKHED,IND,0,Graduate Professional,130000,0,130000,35,GEN,MEDAK,TELANGANA,,TRUE,FALSE,Male
Pidaparthy Madhusudhana Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2527,ONGOLE,IND,0,12th Pass,647000,0,647000,227,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Pidikiti Venkata Subbaiah,http://myneta.info/ap09/candidate.php?candidate_id=1853,ATMAKUR,IND,0,5th Pass,100000,0,100000,234,GEN,NELLORE,COASTAL ANDHRA,,FALSE,FALSE,Male
Pilli Anjaiah,http://myneta.info/ap09/candidate.php?candidate_id=2574,MARKAPURAM,IND,0,10th Pass,0,0,0,230,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Pilli Chenna Kesavulu,http://myneta.info/ap09/candidate.php?candidate_id=2440,YERRAGONDAPALEM(SC),IND,0,Not Given,1020000,0,1020000,221,SC,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Pilli China Koteswara Rao,http://myneta.info/ap09/candidate.php?candidate_id=2455,DARSI,IND,0,Literate,0,0,0,222,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Piratla Anjaneya Sastry,http://myneta.info/ap09/candidate.php?candidate_id=3075,MACHERLA,IND,0,12th Pass,0,0,0,220,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Podila Vasu,http://myneta.info/ap09/candidate.php?candidate_id=122,Khammam,IND,0,10th Pass,33700,0,33700,112,GEN,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Pogadtha China Chenchaiah,http://myneta.info/ap09/candidate.php?candidate_id=2528,ONGOLE,IND,0,Not Given,0,0,0,227,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
POKALA KIRAN KUMAR MADIGA,http://myneta.info/ap09/candidate.php?candidate_id=455,Miryalaguda,IND,1,Not Given,350000,17500,332500,88,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Pola Krishna Murthy,http://myneta.info/ap09/candidate.php?candidate_id=3076,MACHERLA,IND,0,12th Pass,600000,0,600000,220,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Polati Laxman Rao,http://myneta.info/ap09/candidate.php?candidate_id=1370,HUSNABAD,IND,0,10th Pass,148000,0,148000,32,GEN,KARIMANAGAR,TELANGANA,,TRUE,FALSE,Male
Police Sumithra Reddy,http://myneta.info/ap09/candidate.php?candidate_id=1464,QUTHBULLAPUR,IND,0,Not Given,16400000,0,16400000,45,GEN,RANGAREDDI,TELANGANA,,FALSE,FALSE,Female
POLISHETTY VENKATESHWARLU,http://myneta.info/ap09/candidate.php?candidate_id=502,NALGONDA,IND,0,12th Pass,10000,0,10000,92,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Polu Venkata Reddy,http://myneta.info/ap09/candidate.php?candidate_id=3059,GURUZALA,IND,0,Not Given,0,0,0,219,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Ponnala Vinay Kumar,http://myneta.info/ap09/candidate.php?candidate_id=165,CHENNUR (SC),IND,0,Post Graduate,420000,0,420000,2,SC,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Ponnam Ramanjaneyulu,http://myneta.info/ap09/candidate.php?candidate_id=3008,CHILAKALURIPET,IND,0,Not Given,95500,0,95500,215,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
PONNANA BALAMANI,http://myneta.info/ap09/candidate.php?candidate_id=796,SRIKAKULAM,IND,0,Graduate,2940957,0,2940957,124,GEN,SRIKAKULAM,COASTAL ANDHRA,,FALSE,FALSE,Female
Poosa Balakishan Bestha,http://myneta.info/ap09/candidate.php?candidate_id=1601,UPPAL,IND,0,12th Pass,42000,0,42000,47,GEN,RANGAREDDI,TELANGANA,,FALSE,FALSE,Male
Poppaka Prathap Yadav,http://myneta.info/ap09/candidate.php?candidate_id=1980,TADPATRI,IND,0,10th Pass,92000,32379,59621,270,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Poreddy Sudhakar Reddy,http://myneta.info/ap09/candidate.php?candidate_id=1559,RAJENDRANAGAR,IND,0,Not Given,210000,0,210000,51,GEN,RANGAREDDI,TELANGANA,,FALSE,FALSE,Male
Pothala Ramesh,http://myneta.info/ap09/candidate.php?candidate_id=2602,KANIGIRI,IND,0,Graduate,0,0,0,232,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Potharaju Swamy,http://myneta.info/ap09/candidate.php?candidate_id=881,YELLAREDDY,IND,0,5th Pass,0,0,0,15,GEN,NIZAMABAD,TELANGANA,,FALSE,FALSE,Male
Pothireddy Lakshmi Narayana Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2385,PRODDATUR,IND,0,Not Given,90000,0,90000,251,GEN,KADAPA,RAYALA SEEMA,,FALSE,FALSE,Male
Pothuraju Laxmi Narasamma,http://myneta.info/ap09/candidate.php?candidate_id=1787,SANGAREDDY,IND,0,10th Pass,30000,0,30000,39,GEN,MEDAK,TELANGANA,,FALSE,FALSE,Female
Potu Babul Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2603,KANIGIRI,IND,0,Post Graduate,10000,0,10000,232,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Prabhakar Reddy J.C.,http://myneta.info/ap09/candidate.php?candidate_id=1981,TADPATRI,IND,5,Graduate,52160000,1252599,50907401,270,GEN,ANANTAPUR,RAYALA SEEMA,,TRUE,TRUE,Male
Prakasam Satti,http://myneta.info/ap09/candidate.php?candidate_id=1627,PARVATHIPURAM (SC),IND,0,Not Given,2000,0,2000,131,SC,VIZIANAGARAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Prakash Balaga,http://myneta.info/ap09/candidate.php?candidate_id=80,TEKKALI,IND,0,Graduate,1950000,251500,1698500,122,GEN,SRIKAKULAM,COASTAL ANDHRA,,TRUE,FALSE,Male
Pulimi Venkata Rami Reddy,http://myneta.info/ap09/candidate.php?candidate_id=3021,NARASARAOPET,IND,9,10th Pass,150000,350000,-200000,216,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,TRUE,Male
Purem Buchi Raju,http://myneta.info/ap09/candidate.php?candidate_id=97,ASWARAOPETA (ST),IND,1,10th Pass,110000,0,110000,118,ST,KHAMMAM,TELANGANA,,FALSE,TRUE,Male
Pusala Sampath,http://myneta.info/ap09/candidate.php?candidate_id=1288,KARIMNAGAR,IND,0,10th Pass,50000,0,50000,26,GEN,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
Pydimalla Ramakrishna,http://myneta.info/ap09/candidate.php?candidate_id=2675,PEDDAPURAM,IND,0,10th Pass,50000,0,50000,158,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Pythara Venkata Reddy,http://myneta.info/ap09/candidate.php?candidate_id=1833,GAJWEL,IND,0,Literate,150000,50000,100000,42,GEN,MEDAK,TELANGANA,,FALSE,FALSE,Male
R Chandrashekara Rao,http://myneta.info/ap09/candidate.php?candidate_id=1170,ELAMANCHILI,IND,0,Graduate,63000,0,63000,151,GEN,VISHAKAPATNAM,COASTAL ANDHRA,,FALSE,FALSE,Male
R Kameshwari,http://myneta.info/ap09/candidate.php?candidate_id=1090,VISAKHAPATNAM  NORTH,IND,0,5th Pass,322000,0,322000,142,GEN,VISHAKAPATNAM,COASTAL ANDHRA,,FALSE,FALSE,Female
R. Sriramachandra Murty,http://myneta.info/ap09/candidate.php?candidate_id=902,MUSHEERABAD,IND,1,Graduate Professional,8138608,0,8138608,57,GEN,HYDERABAD,TELANGANA,,TRUE,FALSE,Male
R.T.C.Sudheer,http://myneta.info/ap09/candidate.php?candidate_id=2220,SRIKALAHASTI,IND,0,Literate,175000,0,175000,287,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
R.V.S.B.V.P.Rajareddy Manda,http://myneta.info/ap09/candidate.php?candidate_id=2695,ANAPARTHY,IND,0,Graduate,4515000,135000,4380000,159,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Rachakonda Sitha,http://myneta.info/ap09/candidate.php?candidate_id=569,ALAIR,IND,0,5th Pass,25000,0,25000,97,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Rachamalla Srinivasa Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2606,KANIGIRI,IND,0,Graduate,1000000,0,1000000,232,GEN,PRAKASAM,COASTAL ANDHRA,,TRUE,FALSE,Male
Rafia Khanam,http://myneta.info/ap09/candidate.php?candidate_id=1041,BAHDURPURA,IND,0,5th Pass,1873000,0,1873000,69,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Female
Raghu Raju Indukuri,http://myneta.info/ap09/candidate.php?candidate_id=1688,SRUNGAVARAPUKOTA,IND,0,Graduate,16511000,5788000,10723000,138,GEN,VIZIANAGARAM,COASTAL ANDHRA,,FALSE,FALSE,Male
RAIKANTI RAMDAS MADIGA,http://myneta.info/ap09/candidate.php?candidate_id=260,KODANGAL,IND,0,10th Pass,9000,0,9000,72,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Raja Kasaiah,http://myneta.info/ap09/candidate.php?candidate_id=3023,NARASARAOPET,IND,0,8th Pass,2322403,0,2322403,216,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Rajaboina Madhusudanarao,http://myneta.info/ap09/candidate.php?candidate_id=3081,MACHERLA,IND,0,12th Pass,128000,0,128000,220,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Rajesh Seelam,http://myneta.info/ap09/candidate.php?candidate_id=2283,BADVEL (SC),IND,0,Graduate,42000,0,42000,243,SC,KADAPA,RAYALA SEEMA,,FALSE,FALSE,Male
Rajshekar Chillam Pally,http://myneta.info/ap09/candidate.php?candidate_id=986,GOSHAMAHAL,IND,0,Others,20000,0,20000,65,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
Raju Banka,http://myneta.info/ap09/candidate.php?candidate_id=2442,YERRAGONDAPALEM(SC),IND,0,Graduate,0,0,0,221,SC,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Ramachandra Rao Sistla,http://myneta.info/ap09/candidate.php?candidate_id=2779,KOTHAPETA,IND,0,Graduate,0,15000,-15000,166,GEN,EAST GODAVARI,COASTAL ANDHRA,,TRUE,FALSE,Male
Ramakrishnama Naidu B.,http://myneta.info/ap09/candidate.php?candidate_id=2239,NAGARI,IND,0,5th Pass,312000,0,312000,289,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
Ramalingaiah,http://myneta.info/ap09/candidate.php?candidate_id=2038,RAPTADU,IND,0,Graduate,300000,0,300000,274,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Ramana Reddy Sureddy,http://myneta.info/ap09/candidate.php?candidate_id=763,KOTHAGUDEM,IND,0,Graduate,1037889,0,1037889,117,GEN,KHAMMAM,TELANGANA,,TRUE,FALSE,Male
Ramavaram Sudhakar Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2186,CHANDRAGIRI,IND,0,Graduate,449000,0,449000,285,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
Ramavath Bhojya Naik,http://myneta.info/ap09/candidate.php?candidate_id=425,DEVARAKONDA (ST),IND,0,Literate,0,0,0,86,ST,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Ramchandra Reddy Gujjula,http://myneta.info/ap09/candidate.php?candidate_id=570,ALAIR,IND,0,Graduate,5000,0,5000,97,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Ramdasa Anaboinawad,http://myneta.info/ap09/candidate.php?candidate_id=232,MUDHOLE,IND,0,10th Pass,155000,0,155000,10,GEN,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Ramesh,http://myneta.info/ap09/candidate.php?candidate_id=309,DEVARKADRA,IND,0,Not Given,215000,0,215000,76,GEN,MAHABUBNAGAR,TELANGANA,,TRUE,FALSE,Male
Ramesh Kadaddi,http://myneta.info/ap09/candidate.php?candidate_id=882,YELLAREDDY,IND,0,Not Given,10000,0,10000,15,GEN,NIZAMABAD,TELANGANA,,FALSE,FALSE,Male
Ramireddy Srinivasulu Reddy,http://myneta.info/ap09/candidate.php?candidate_id=1939,UDAYAGIRI,IND,0,Doctorate,36850000,2500000,34350000,242,GEN,NELLORE,COASTAL ANDHRA,,TRUE,FALSE,Male
Ramisetty Narendra Babu,http://myneta.info/ap09/candidate.php?candidate_id=3082,MACHERLA,IND,0,Graduate,32601762,3615014,28986748,220,GEN,GUNTUR,COASTAL ANDHRA,,TRUE,FALSE,Male
Rani Madhavi,http://myneta.info/ap09/candidate.php?candidate_id=1371,HUSNABAD,IND,0,Not Given,0,0,0,32,GEN,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Female
Rapolu Sambasiva Rao,http://myneta.info/ap09/candidate.php?candidate_id=764,KOTHAGUDEM,IND,0,Others,10000,0,10000,117,GEN,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Rathod Govind Naik,http://myneta.info/ap09/candidate.php?candidate_id=194,ASIFABAD (ST),IND,0,8th Pass,500000,50000,450000,5,ST,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Ravi Chepuri,http://myneta.info/ap09/candidate.php?candidate_id=719,YELLANDU (ST),IND,14,10th Pass,860000,15000,845000,111,ST,KHAMMAM,TELANGANA,,FALSE,TRUE,Male
Ravinder,http://myneta.info/ap09/candidate.php?candidate_id=367,ALAMPUR (SC),IND,0,12th Pass,50000,0,50000,80,SC,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Ravu Venkata Ramana,http://myneta.info/ap09/candidate.php?candidate_id=1983,TADPATRI,IND,0,10th Pass,321000,0,321000,270,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Ravula Galaiah,http://myneta.info/ap09/candidate.php?candidate_id=3061,GURUZALA,IND,0,Not Given,25000,0,25000,219,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Ravula Haritha Devi,http://myneta.info/ap09/candidate.php?candidate_id=2977,GUNTUR WEST,IND,0,Not Given,625000,0,625000,213,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Female
Ravula Ramakrishna,http://myneta.info/ap09/candidate.php?candidate_id=172,BELLAMPALLY (SC),IND,0,Literate,100000,0,100000,3,SC,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Ravula Ravindranath Reddy,http://myneta.info/ap09/candidate.php?candidate_id=311,DEVARKADRA,IND,0,Doctorate,13362000,514954,12847046,76,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Ravula Srinivasa Rao,http://myneta.info/ap09/candidate.php?candidate_id=98,ASWARAOPETA (ST),IND,0,Others,106000,20000,86000,118,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Rayala Sundara Rao,http://myneta.info/ap09/candidate.php?candidate_id=53,SALUR (ST),IND,0,Not Given,1382360,210000,1172360,132,ST,VIZIANAGARAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Rebba Papa Rao,http://myneta.info/ap09/candidate.php?candidate_id=1877,NELLORE CITY,IND,0,10th Pass,94000,0,94000,236,GEN,NELLORE,COASTAL ANDHRA,,FALSE,FALSE,Male
Reddy Narayana Swamy (Gopi),http://myneta.info/ap09/candidate.php?candidate_id=2664,KAKINADA RURAL,IND,0,Graduate,1200000,0,1200000,157,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Regulla Satyanarayana,http://myneta.info/ap09/candidate.php?candidate_id=855,ARMUR,IND,0,10th Pass,300000,0,300000,11,GEN,NIZAMABAD,TELANGANA,,FALSE,FALSE,Male
Relangi Nageswara Rao,http://myneta.info/ap09/candidate.php?candidate_id=2696,ANAPARTHY,IND,0,8th Pass,5149259,0,5149259,159,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Rishi Ram,http://myneta.info/ap09/candidate.php?candidate_id=988,GOSHAMAHAL,IND,0,Not Given,805780,0,805780,65,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
Robert Irudaya Raj,http://myneta.info/ap09/candidate.php?candidate_id=1042,BAHDURPURA,IND,0,Literate,78000,0,78000,69,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
Rongala Lakshmi,http://myneta.info/ap09/candidate.php?candidate_id=2620,TUNI,IND,0,Not Given,389000,0,389000,154,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Female
S Parvathi Gupta,http://myneta.info/ap09/candidate.php?candidate_id=1399,VISAKHAPATNAM EAST,IND,0,Not Given,0,0,0,140,GEN,VISHAKAPATNAM,COASTAL ANDHRA,,FALSE,FALSE,Female
S Rajaiah,http://myneta.info/ap09/candidate.php?candidate_id=636,PARKAL,IND,0,5th Pass,0,0,0,104,GEN,WARANGAL,TELANGANA,,FALSE,FALSE,Male
S Sabir Basha,http://myneta.info/ap09/candidate.php?candidate_id=2160,MADANAPALLE,IND,0,Graduate,3550000,0,3550000,283,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
S Venkateshwarlu,http://myneta.info/ap09/candidate.php?candidate_id=1292,KARIMNAGAR,IND,4,Graduate,2710000,0,2710000,26,GEN,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
S. Chandra Sekhar,http://myneta.info/ap09/candidate.php?candidate_id=2031,RAPTADU,IND,0,Not Given,200000,0,200000,274,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
S. Eliyaz,http://myneta.info/ap09/candidate.php?candidate_id=2055,HINDUPUR,IND,0,5th Pass,2700000,0,2700000,276,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
S. Goverdhan Reddy,http://myneta.info/ap09/candidate.php?candidate_id=1477,KUKATPALLY,IND,0,10th Pass,2141042,0,2141042,46,GEN,RANGAREDDI,TELANGANA,,FALSE,FALSE,Male
S. Govinda Rajulu,http://myneta.info/ap09/candidate.php?candidate_id=927,KHAIRATABAD,IND,0,Graduate Professional,700000,0,700000,60,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
S. Jakir Hussain,http://myneta.info/ap09/candidate.php?candidate_id=2115,KADIRI,IND,0,Not Given,0,0,0,280,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
S. Kumaraiah,http://myneta.info/ap09/candidate.php?candidate_id=925,KHAIRATABAD,IND,1,8th Pass,107000,58000,49000,60,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
S. Mohan,http://myneta.info/ap09/candidate.php?candidate_id=1575,SERILINGAMPALLY,IND,0,8th Pass,29000,0,29000,52,GEN,RANGAREDDI,TELANGANA,,FALSE,FALSE,Male
S. Phani Kumar,http://myneta.info/ap09/candidate.php?candidate_id=2009,ANANTAPUR URBAN,IND,0,Not Given,3664000,0,3664000,272,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
S. Raj Kumar,http://myneta.info/ap09/candidate.php?candidate_id=915,MALAKPET,IND,0,12th Pass,63000,0,63000,58,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
S. Ramesh Goud,http://myneta.info/ap09/candidate.php?candidate_id=1507,LAL BAHADUR NAGAR,IND,0,12th Pass,485000,100000,385000,49,GEN,RANGAREDDI,TELANGANA,,TRUE,FALSE,Male
S. Rathanga Pandu Reddy,http://myneta.info/ap09/candidate.php?candidate_id=284,MAHBUBNAGAR,IND,0,12th Pass,120000,0,120000,74,GEN,MAHABUBNAGAR,TELANGANA,,TRUE,FALSE,Male
S. Salar Basha,http://myneta.info/ap09/candidate.php?candidate_id=2013,ANANTAPUR URBAN,IND,0,10th Pass,10000,0,10000,272,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
S. Surender,http://myneta.info/ap09/candidate.php?candidate_id=901,MUSHEERABAD,IND,0,10th Pass,0,0,0,57,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
S.K. Ahmed,http://myneta.info/ap09/candidate.php?candidate_id=142,ADILABAD,IND,0,10th Pass,300000,150,299850,7,GEN,ADILABAD,TELANGANA,,FALSE,FALSE,Male
S.Kajam Husen,http://myneta.info/ap09/candidate.php?candidate_id=1578,SERILINGAMPALLY,IND,0,12th Pass,3035000,0,3035000,52,GEN,RANGAREDDI,TELANGANA,,FALSE,FALSE,Male
S.Satya Narayana,http://myneta.info/ap09/candidate.php?candidate_id=2040,RAPTADU,IND,0,8th Pass,200000,0,200000,274,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Sadanandam Bandari,http://myneta.info/ap09/candidate.php?candidate_id=606,PALAKURTHI,IND,0,12th Pass,217000,0,217000,100,GEN,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Sade Babu Prasad,http://myneta.info/ap09/candidate.php?candidate_id=2725,RAMACHANDRAPURAM,IND,0,Not Given,0,0,0,161,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Sadepu Ramanna Dora,http://myneta.info/ap09/candidate.php?candidate_id=54,SALUR (ST),IND,0,Illiterate,0,0,0,132,ST,VIZIANAGARAM,COASTAL ANDHRA,,FALSE,FALSE,Male
