candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender
Badavath Nehru Bapuji,http://myneta.info/ap09/candidate.php?candidate_id=64,KODAD,IND,0,Not Given,500,0,500,90,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Bajaranga Prasad Upadhyay,http://myneta.info/ap09/candidate.php?candidate_id=31,NAMPALLI,IND,1,8th Pass,38054,0,38054,63,GEN,HYDERABAD,TELANGANA,,TRUE,FALSE,Male
Bakshi Naik Lavdia,http://myneta.info/ap09/candidate.php?candidate_id=202,KHANAPUR (ST),IND,0,Not Given,4851000,255000,4596000,6,ST,ADILABAD,TELANGANA,,TRUE,FALSE,Male
Bala Chandar Tadi,http://myneta.info/ap09/candidate.php?candidate_id=2759,RAZOLE (SC),IND,0,Graduate,125000,0,125000,164,SC,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Balakistaiah,http://myneta.info/ap09/candidate.php?candidate_id=323,MAKTHAL,IND,0,12th Pass,38000,0,38000,77,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Balu Badavath,http://myneta.info/ap09/candidate.php?candidate_id=717,YELLANDU (ST),IND,0,Literate,195000,30000,165000,111,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Bamandla Narendar,http://myneta.info/ap09/candidate.php?candidate_id=1341,MANAKONDUR (SC),IND,0,Not Given,0,0,0,30,SC,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
Bandari Sunkanna,http://myneta.info/ap09/candidate.php?candidate_id=1957,URAVAKONDA,IND,0,5th Pass,40000,18000,22000,268,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Bandi Ravindar,http://myneta.info/ap09/candidate.php?candidate_id=696,BHUPALPALLE,IND,3,12th Pass,0,0,0,108,GEN,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Bandi Srinivasulu,http://myneta.info/ap09/candidate.php?candidate_id=1908,GUDUR (SC),IND,0,Not Given,0,0,0,239,SC,NELLORE,COASTAL ANDHRA,,FALSE,FALSE,Male
Bandla Munivenkatappa,http://myneta.info/ap09/candidate.php?candidate_id=2410,PALAMANER,IND,1,12th Pass,54000,0,54000,293,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
Bandla Srinivasa Rao,http://myneta.info/ap09/candidate.php?candidate_id=3009,CHILAKALURIPET,IND,0,Not Given,160500,0,160500,215,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Bangi Laxmanna,http://myneta.info/ap09/candidate.php?candidate_id=365,ALAMPUR (SC),IND,0,Not Given,96500,0,96500,80,SC,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Banka Chinna Veeraiah,http://myneta.info/ap09/candidate.php?candidate_id=2281,BADVEL (SC),IND,0,10th Pass,0,0,0,243,SC,KADAPA,RAYALA SEEMA,,FALSE,FALSE,Male
Banka Ranganayakulu,http://myneta.info/ap09/candidate.php?candidate_id=2282,BADVEL (SC),IND,0,5th Pass,0,0,0,243,SC,KADAPA,RAYALA SEEMA,,FALSE,FALSE,Male
Banoth Devilal,http://myneta.info/ap09/candidate.php?candidate_id=705,MULUG (ST),IND,0,10th Pass,854000,400000,454000,109,ST,WARANGAL,TELANGANA,,TRUE,FALSE,Male
Banoth Kishan,http://myneta.info/ap09/candidate.php?candidate_id=741,WYRA (ST),IND,0,Illiterate,202000,0,202000,115,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Banoth Mangilal Naik,http://myneta.info/ap09/candidate.php?candidate_id=743,WYRA (ST),IND,0,5th Pass,110000,0,110000,115,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
BANOTH MANGYA,http://myneta.info/ap09/candidate.php?candidate_id=625,MAHABUBABAD (ST),IND,0,Literate,12500,0,12500,102,ST,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Banumalla Venkatesu,http://myneta.info/ap09/candidate.php?candidate_id=2146,PILERU,IND,0,Literate,290000,55000,235000,282,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
BARIGE GATTAIAH YADAV,http://myneta.info/ap09/candidate.php?candidate_id=1356,HUZURABAD,IND,0,Literate,5000,0,5000,31,GEN,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
Barla Swarajayam,http://myneta.info/ap09/candidate.php?candidate_id=679,WARDHANAPET (SC),IND,0,5th Pass,520000,43000,477000,107,SC,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Bathala Dilli Babu,http://myneta.info/ap09/candidate.php?candidate_id=2237,NAGARI,IND,0,Post Graduate,700000,0,700000,289,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
Battula Chandram,http://myneta.info/ap09/candidate.php?candidate_id=1384,SIDDIPET,IND,2,8th Pass,2685000,0,2685000,33,GEN,MEDAK,TELANGANA,,FALSE,FALSE,Male
BE.Vijay Kumar,http://myneta.info/ap09/candidate.php?candidate_id=382,NAGARKURNOOL,IND,1,12th Pass,32500,0,32500,81,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,TRUE,Male
Beere Suresh Naidu,http://myneta.info/ap09/candidate.php?candidate_id=2103,DHARMAVARAM,IND,0,10th Pass,200000,0,200000,279,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Beesa Shivakumar,http://myneta.info/ap09/candidate.php?candidate_id=1702,MEDAK,IND,0,12th Pass,20000,35543,-15543,34,GEN,MEDAK,TELANGANA,,FALSE,FALSE,Male
Bekkari Sreenivas Reddy,http://myneta.info/ap09/candidate.php?candidate_id=280,MAHBUBNAGAR,IND,0,Not Given,8650000,800000,7850000,74,GEN,MAHABUBNAGAR,TELANGANA,,TRUE,FALSE,Male
Belepalli Muralidhar,http://myneta.info/ap09/candidate.php?candidate_id=2824,Rajamundry Rural,IND,0,Graduate,849000,83000,766000,170,GEN,EAST GODAVARI,COASTAL ANDHRA,,TRUE,FALSE,Male
BHACHANABOINA SHANKAR YADAV,http://myneta.info/ap09/candidate.php?candidate_id=513,MUNUGODE,IND,0,10th Pass,4300000,1000000,3300000,93,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
BHANOTH KISHAN NAIK,http://myneta.info/ap09/candidate.php?candidate_id=624,MAHABUBABAD (ST),IND,0,Graduate,785000,0,785000,102,ST,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Bhanu Prakash Reddy,http://myneta.info/ap09/candidate.php?candidate_id=1982,TADPATRI,IND,0,12th Pass,10882526,6900000,3982526,270,GEN,ANANTAPUR,RAYALA SEEMA,,TRUE,FALSE,Male
Bhanu Rajeshwar Rao,http://myneta.info/ap09/candidate.php?candidate_id=148,ADILABAD,IND,0,10th Pass,1055000,0,1055000,7,GEN,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Bhaskara Reddy Asodi,http://myneta.info/ap09/candidate.php?candidate_id=2949,BAPATLA,IND,1,Graduate,480000,0,480000,211,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Bheemagani Prabhakar Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2133,THAMBALLAPALLE,IND,0,10th Pass,0,0,0,281,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
BHUKYA BALU NAIK,http://myneta.info/ap09/candidate.php?candidate_id=456,Miryalaguda,IND,0,Not Given,40000,0,40000,88,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Bhukya Chandulal,http://myneta.info/ap09/candidate.php?candidate_id=193,ASIFABAD (ST),IND,0,Literate,680000,0,680000,5,ST,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Bhumireddy Venkata Ramana Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2401,MYDUKUR,IND,1,10th Pass,110000,0,110000,252,GEN,KADAPA,RAYALA SEEMA,,FALSE,FALSE,Male
Bijuvemula Venkata Subbareddy,http://myneta.info/ap09/candidate.php?candidate_id=1936,UDAYAGIRI,IND,0,Post Graduate,2504200,0,2504200,242,GEN,NELLORE,COASTAL ANDHRA,,FALSE,FALSE,Male
Boda Sudhakar,http://myneta.info/ap09/candidate.php?candidate_id=1343,MANAKONDUR (SC),IND,0,10th Pass,10000,0,10000,30,SC,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
Boddupalli Srinivas,http://myneta.info/ap09/candidate.php?candidate_id=897,MUSHEERABAD,IND,0,Post Graduate,2177708,0,2177708,57,GEN,HYDERABAD,TELANGANA,,TRUE,FALSE,Male
Bodupula Hari Krishna,http://myneta.info/ap09/candidate.php?candidate_id=486,SURYAPET,IND,0,12th Pass,90000,0,90000,91,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Boggarama Venkata Hanuman Laskhmi Satyanarayana Murthy,http://myneta.info/ap09/candidate.php?candidate_id=3022,NARASARAOPET,IND,0,Graduate,1442053,35000,1407053,216,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Bogi Ravi,http://myneta.info/ap09/candidate.php?candidate_id=417,KOLLAPUR,IND,0,10th Pass,0,0,0,85,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
BOLLAM LINGAIAH YADAV,http://myneta.info/ap09/candidate.php?candidate_id=469,HUZURNAGAR,IND,0,Literate,300888,597,300291,89,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Bollam Mallaiah Yadav,http://myneta.info/ap09/candidate.php?candidate_id=65,KODAD,IND,4,Post Graduate,820000,0,820000,90,GEN,NALGONDA,TELANGANA,,TRUE,TRUE,Male
Bollampally Ailaiah,http://myneta.info/ap09/candidate.php?candidate_id=1342,MANAKONDUR (SC),IND,0,Not Given,6000,0,6000,30,SC,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
Bolumalla Anjaiah,http://myneta.info/ap09/candidate.php?candidate_id=171,BELLAMPALLY (SC),IND,0,Graduate,585000,0,585000,3,SC,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Bonala Kumari Kamala,http://myneta.info/ap09/candidate.php?candidate_id=1276,PEDDAPALLE,IND,0,Doctorate,9761719,0,9761719,25,GEN,KARIMANAGAR,TELANGANA,,TRUE,FALSE,Female
Bonasi Krishnaiah,http://myneta.info/ap09/candidate.php?candidate_id=380,NAGARKURNOOL,IND,0,Not Given,10000,0,10000,81,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Bonasi Ram Chander,http://myneta.info/ap09/candidate.php?candidate_id=381,NAGARKURNOOL,IND,0,Not Given,5000,0,5000,81,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Bonela Mohan Das,http://myneta.info/ap09/candidate.php?candidate_id=1629,PARVATHIPURAM (SC),IND,0,Not Given,1789953,19800,1770153,131,SC,VIZIANAGARAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Bosi Manmadharao,http://myneta.info/ap09/candidate.php?candidate_id=813,RAJAM (SC),IND,0,Not Given,0,0,0,128,SC,SRIKAKULAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Botcha Ananda Rao,http://myneta.info/ap09/candidate.php?candidate_id=1628,PARVATHIPURAM (SC),IND,0,Not Given,750000,750000,0,131,SC,VIZIANAGARAM,COASTAL ANDHRA,,TRUE,FALSE,Male
Botsa Ramulu,http://myneta.info/ap09/candidate.php?candidate_id=1639,BOBBILI,IND,0,Not Given,0,0,0,133,GEN,VIZIANAGARAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Boyapally Narsimulu Madiga,http://myneta.info/ap09/candidate.php?candidate_id=281,MAHBUBNAGAR,IND,0,Graduate,2242000,0,2242000,74,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
Boyapati Viraiah,http://myneta.info/ap09/candidate.php?candidate_id=3045,VINUKONDA,IND,0,5th Pass,2725000,40000,2685000,218,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Boyidi Chantibabu,http://myneta.info/ap09/candidate.php?candidate_id=2834,JAGGAMPETA,IND,0,Not Given,658,0,658,171,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Brahmaiah Garimidi,http://myneta.info/ap09/candidate.php?candidate_id=2478,ADDANKI,IND,0,Graduate,640000,50000,590000,224,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Brunga Ramanarao,http://myneta.info/ap09/candidate.php?candidate_id=3077,MACHERLA,IND,0,12th Pass,1616000,0,1616000,220,GEN,GUNTUR,COASTAL ANDHRA,,TRUE,FALSE,Male
Buchanna,http://myneta.info/ap09/candidate.php?candidate_id=348,GADWAL,IND,0,Not Given,350000,0,350000,79,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,FALSE,Male
BUKYA KISTU NAIK,http://myneta.info/ap09/candidate.php?candidate_id=615,DORNAKAL (ST),IND,0,Literate,57000,0,57000,101,ST,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Burka Mallaiah,http://myneta.info/ap09/candidate.php?candidate_id=707,MULUG (ST),IND,0,12th Pass,0,0,0,109,ST,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Burka Venkataiah,http://myneta.info/ap09/candidate.php?candidate_id=706,MULUG (ST),IND,0,Literate,0,0,0,109,ST,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Byndla Samaiah,http://myneta.info/ap09/candidate.php?candidate_id=1223,CHEVELLA (SC),IND,0,Illiterate,405000,0,405000,53,SC,RANGAREDDI,TELANGANA,,FALSE,FALSE,Male
C Veeranna,http://myneta.info/ap09/candidate.php?candidate_id=1368,HUSNABAD,IND,0,8th Pass,20000,0,20000,32,GEN,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
C. P. V. Velu,http://myneta.info/ap09/candidate.php?candidate_id=2229,SATYAVEEDU (SC),IND,0,Graduate,80000,0,80000,288,SC,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
C. Subba Reddy,http://myneta.info/ap09/candidate.php?candidate_id=932,KHAIRATABAD,IND,0,Others,1520000,1400,1518600,60,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
C. V. B. Krishna Murthy,http://myneta.info/ap09/candidate.php?candidate_id=1444,MALKAJGIRI,IND,0,Graduate,17900000,0,17900000,44,GEN,RANGAREDDI,TELANGANA,,TRUE,FALSE,Male
C.Sivappa,http://myneta.info/ap09/candidate.php?candidate_id=2039,RAPTADU,IND,1,Not Given,15000,0,15000,274,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,TRUE,Male
Ch. Chakravarthi,http://myneta.info/ap09/candidate.php?candidate_id=2435,YERRAGONDAPALEM(SC),IND,0,Graduate,50000,0,50000,221,SC,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Ch. Durgesh Nandan Goud,http://myneta.info/ap09/candidate.php?candidate_id=896,MUSHEERABAD,IND,0,10th Pass,0,0,0,57,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
CH. Sunil Solomon Raj,http://myneta.info/ap09/candidate.php?candidate_id=900,MUSHEERABAD,IND,0,10th Pass,10000,0,10000,57,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
Chakala Naga Raju,http://myneta.info/ap09/candidate.php?candidate_id=2007,ANANTAPUR URBAN,IND,0,10th Pass,1210000,800000,410000,272,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Chakka Vijaya Lakshmi,http://myneta.info/ap09/candidate.php?candidate_id=2661,KAKINADA RURAL,IND,0,Not Given,1400000,0,1400000,157,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Female
Chalapathi Kayyuri,http://myneta.info/ap09/candidate.php?candidate_id=2217,SRIKALAHASTI,IND,0,5th Pass,1263696,0,1263696,287,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
Challuri Pochaiah,http://myneta.info/ap09/candidate.php?candidate_id=564,ALAIR,IND,0,Literate,30000,0,30000,97,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Chanda Bharathi,http://myneta.info/ap09/candidate.php?candidate_id=130,PINAPAKA (ST),IND,0,Literate,500000,0,500000,110,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Female
Chandamala Kotaiah,http://myneta.info/ap09/candidate.php?candidate_id=2216,SRIKALAHASTI,IND,0,Illiterate,200000,0,200000,287,GEN,CHITTOOR,RAYALA SEEMA,,FALSE,FALSE,Male
Chandar Rao Malothu,http://myneta.info/ap09/candidate.php?candidate_id=714,YELLANDU (ST),IND,0,Graduate,6000,0,6000,111,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Chandra Mohan,http://myneta.info/ap09/candidate.php?candidate_id=648,WARANGAL WEST,IND,0,Graduate,4520000,0,4520000,105,GEN,WARANGAL,TELANGANA,,FALSE,FALSE,Male
Chandra Mouli Jallu,http://myneta.info/ap09/candidate.php?candidate_id=804,NARASANNAPETA,IND,0,10th Pass,6838536,150000,6688536,127,GEN,SRIKAKULAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Chandra Reddy Salla,http://myneta.info/ap09/candidate.php?candidate_id=1598,UPPAL,IND,0,Not Given,5620000,1958000,3662000,47,GEN,RANGAREDDI,TELANGANA,,TRUE,FALSE,Male
Chandrahasa Reddy Guttireddy,http://myneta.info/ap09/candidate.php?candidate_id=2294,RAJAMPET,IND,0,Not Given,561000,0,561000,244,GEN,KADAPA,RAYALA SEEMA,,FALSE,FALSE,Male
CHANDRAIAH MUTHYALA,http://myneta.info/ap09/candidate.php?candidate_id=512,MUNUGODE,IND,0,12th Pass,700000,0,700000,93,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Chandu (Challa Chandra Mohan),http://myneta.info/ap09/candidate.php?candidate_id=145,ADILABAD,IND,0,12th Pass,2873600,0,2873600,7,GEN,ADILABAD,TELANGANA,,TRUE,FALSE,Male
Chandu Pradeep Kumar,http://myneta.info/ap09/candidate.php?candidate_id=913,MALAKPET,IND,0,Not Given,20000,0,20000,58,GEN,HYDERABAD,TELANGANA,,TRUE,FALSE,Male
Chanti Kranti Kiran,http://myneta.info/ap09/candidate.php?candidate_id=1719,ANDOLE (SC),IND,0,Graduate Professional,328000,155855,172145,36,SC,MEDAK,TELANGANA,,FALSE,FALSE,Male
Chappidi Srinivasa Rao,http://myneta.info/ap09/candidate.php?candidate_id=3043,VINUKONDA,IND,0,Graduate,3604000,350000,3254000,218,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Cheekurimilli Kiran Kumar,http://myneta.info/ap09/candidate.php?candidate_id=2749,AMALAPURAM (SC),IND,0,12th Pass,28000,0,28000,163,SC,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Chekuri Seshagiri Rao,http://myneta.info/ap09/candidate.php?candidate_id=3044,VINUKONDA,IND,1,8th Pass,443250,125000,318250,218,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Chevuru Prasad,http://myneta.info/ap09/candidate.php?candidate_id=1841,KAVALI,IND,0,Not Given,0,0,0,233,GEN,NELLORE,COASTAL ANDHRA,,FALSE,FALSE,Male
Chilaka Isaiah,http://myneta.info/ap09/candidate.php?candidate_id=3057,GURUZALA,IND,0,Not Given,310000,0,310000,219,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
CHILAKALA GOWARDAN,http://myneta.info/ap09/candidate.php?candidate_id=500,NALGONDA,IND,1,Graduate,2483476,1124721,1358755,92,GEN,NALGONDA,TELANGANA,,TRUE,FALSE,Male
Chilakala Srinivasulu,http://myneta.info/ap09/candidate.php?candidate_id=1917,SULLURPETA (SC),IND,1,Not Given,5000,0,5000,240,SC,NELLORE,COASTAL ANDHRA,,FALSE,TRUE,Male
Chinna Chinna,http://myneta.info/ap09/candidate.php?candidate_id=230,MUDHOLE,IND,0,10th Pass,0,0,0,10,GEN,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Chinnapaka Ragupathi,http://myneta.info/ap09/candidate.php?candidate_id=537,NAKREKAL (SC),IND,0,Graduate,3220000,0,3220000,95,SC,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Chinnapreddy Venkateswara Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2847,PEDAKURAPADU,IND,0,10th Pass,4719000,16447,4702553,204,GEN,GUNTUR,COASTAL ANDHRA,,TRUE,FALSE,Male
Chinta Pullaiah,http://myneta.info/ap09/candidate.php?candidate_id=2094,DHARMAVARAM,IND,0,Not Given,0,0,0,279,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Chintada Appala Swamy,http://myneta.info/ap09/candidate.php?candidate_id=1625,PARVATHIPURAM (SC),IND,0,Illiterate,0,0,0,131,SC,VIZIANAGARAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Chintaluru S. M. Prasad,http://myneta.info/ap09/candidate.php?candidate_id=2973,GUNTUR WEST,IND,0,12th Pass,0,0,0,213,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Chintha Babu,http://myneta.info/ap09/candidate.php?candidate_id=61,KODAD,IND,0,10th Pass,25000,50000,-25000,90,GEN,NALGONDA,TELANGANA,,FALSE,FALSE,Male
Chintha Purushotham,http://myneta.info/ap09/candidate.php?candidate_id=1977,TADPATRI,IND,2,Literate,36000,0,36000,270,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Chintha Sammaiah,http://myneta.info/ap09/candidate.php?candidate_id=131,PINAPAKA (ST),IND,0,Graduate Professional,0,0,0,110,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Chinthala Laxmi,http://myneta.info/ap09/candidate.php?candidate_id=1285,KARIMNAGAR,IND,0,10th Pass,738850,0,738850,26,GEN,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Female
Chipurushetty Dinpathi Reddy,http://myneta.info/ap09/candidate.php?candidate_id=182,MANCHERIAL,IND,0,10th Pass,12047500,207000,11840500,4,GEN,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Chiranjeevi Rao Tavva,http://myneta.info/ap09/candidate.php?candidate_id=1188,NARSIPATNAM,IND,0,10th Pass,0,0,0,153,GEN,VISHAKAPATNAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Chityala Suhasini,http://myneta.info/ap09/candidate.php?candidate_id=146,ADILABAD,IND,1,Not Given,3215750,975000,2240750,7,GEN,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Chody Veera Venkata Satyanarayan,http://myneta.info/ap09/candidate.php?candidate_id=2793,MANDAPETA,IND,0,12th Pass,2513500,630000,1883500,167,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Choppari Shankar Mudiraj,http://myneta.info/ap09/candidate.php?candidate_id=1822,RAMAGUNDAM,IND,0,Literate,700000,0,700000,23,GEN,KARIMANAGAR,TELANGANA,,FALSE,FALSE,Male
D B DEVENDER,http://myneta.info/ap09/candidate.php?candidate_id=846,SECUNDERABAD CANTT. (SC),IND,0,Not Given,150000,0,150000,71,SC,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
D Mallaiah,http://myneta.info/ap09/candidate.php?candidate_id=1289,KARIMNAGAR,IND,1,Graduate Professional,7235000,1470000,5765000,26,GEN,KARIMANAGAR,TELANGANA,,TRUE,FALSE,Male
D Murali Krishna Reddy,http://myneta.info/ap09/candidate.php?candidate_id=1396,VISAKHAPATNAM EAST,IND,0,10th Pass,30000,0,30000,140,GEN,VISHAKAPATNAM,COASTAL ANDHRA,,FALSE,FALSE,Male
"D,Janardhan",http://myneta.info/ap09/candidate.php?candidate_id=307,DEVARKADRA,IND,1,Not Given,255000,55000,200000,76,GEN,MAHABUBNAGAR,TELANGANA,,FALSE,TRUE,Male
D. Chakravarthi,http://myneta.info/ap09/candidate.php?candidate_id=2792,MANDAPETA,IND,0,12th Pass,106550,0,106550,167,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
D. Esmalappa,http://myneta.info/ap09/candidate.php?candidate_id=1737,ZAHIRABAD (SC),IND,0,Graduate,0,0,0,38,SC,MEDAK,TELANGANA,,FALSE,FALSE,Male
D. Muralidhar,http://myneta.info/ap09/candidate.php?candidate_id=35,NAMPALLI,IND,0,Graduate,230000,30000,200000,63,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
D. Narasimhappa,http://myneta.info/ap09/candidate.php?candidate_id=2047,MADAKASIRA (SC),IND,0,10th Pass,385000,100000,285000,275,SC,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
D. Rama Krishna,http://myneta.info/ap09/candidate.php?candidate_id=2010,ANANTAPUR URBAN,IND,0,12th Pass,1150000,0,1150000,272,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
D. Riyaz,http://myneta.info/ap09/candidate.php?candidate_id=2011,ANANTAPUR URBAN,IND,0,8th Pass,150000,30000,120000,272,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
D.Hemadri,http://myneta.info/ap09/candidate.php?candidate_id=1968,GUNTAKAL,IND,0,Graduate,0,0,0,269,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
D.Umamaheswara Rao(Mahesh),http://myneta.info/ap09/candidate.php?candidate_id=2706,KAKINADA CITY,IND,0,10th Pass,60000,0,60000,160,GEN,EAST GODAVARI,COASTAL ANDHRA,,FALSE,FALSE,Male
Dadem Rajasekhar Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2118,KADIRI,IND,0,10th Pass,271000,60000,211000,280,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Dakala Pullaiah,http://myneta.info/ap09/candidate.php?candidate_id=2589,GIDDALUR,IND,0,10th Pass,240000,0,240000,231,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
Dandu Ramana Reddy,http://myneta.info/ap09/candidate.php?candidate_id=2157,MADANAPALLE,IND,0,Graduate,9925000,600000,9325000,283,GEN,CHITTOOR,RAYALA SEEMA,,TRUE,FALSE,Male
Daravath Hanmanth Naik,http://myneta.info/ap09/candidate.php?candidate_id=133,PINAPAKA (ST),IND,0,10th Pass,0,0,0,110,ST,KHAMMAM,TELANGANA,,FALSE,FALSE,Male
Darga Swamydas,http://myneta.info/ap09/candidate.php?candidate_id=1558,RAJENDRANAGAR,IND,0,Not Given,125000,500000,-375000,51,GEN,RANGAREDDI,TELANGANA,,TRUE,FALSE,Male
Darsha Pochanna,http://myneta.info/ap09/candidate.php?candidate_id=147,ADILABAD,IND,0,Not Given,400000,0,400000,7,GEN,ADILABAD,TELANGANA,,FALSE,FALSE,Male
Dasaradha Ramaiah Gadipudi,http://myneta.info/ap09/candidate.php?candidate_id=3006,CHILAKALURIPET,IND,0,Not Given,1805000,115000,1690000,215,GEN,GUNTUR,COASTAL ANDHRA,,FALSE,FALSE,Male
Dasari Adi Narayana,http://myneta.info/ap09/candidate.php?candidate_id=2008,ANANTAPUR URBAN,IND,0,Illiterate,252400,0,252400,272,GEN,ANANTAPUR,RAYALA SEEMA,,FALSE,FALSE,Male
Dasari Ramesh Kurma,http://myneta.info/ap09/candidate.php?candidate_id=29,NAMPALLI,IND,0,8th Pass,70000,0,70000,63,GEN,HYDERABAD,TELANGANA,,FALSE,FALSE,Male
Dasari Sundaram,http://myneta.info/ap09/candidate.php?candidate_id=2524,ONGOLE,IND,0,Literate,0,0,0,227,GEN,PRAKASAM,COASTAL ANDHRA,,FALSE,FALSE,Male
