candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks
Tapa Garam Baki,http://myneta.info/an2009/candidate.php?candidate_id=54,Nacho,NCP,0,Post Graduate,50000,0,50000,22,ST,NA,NA,,false,false,Male,,,,,,
Tapang Taloh,http://myneta.info/an2009/candidate.php?candidate_id=92,Pangin,INC,0,Graduate,26560000,0,26560000,35,ST,NA,NA,,false,false,Male,,,,,,
Tapen Siga,http://myneta.info/an2009/candidate.php?candidate_id=58,Daporijo,BJP,0,Post Graduate,2971000,0,2971000,24,ST,NA,NA,,false,false,Male,,,,,,
Tapuk Taku,http://myneta.info/an2009/candidate.php?candidate_id=21,SEPPA EAST,AITC,0,12th Pass,10934812,0,10934812,10,ST,NA,NA,,false,false,Male,,,,,,
Tatar Kipa,http://myneta.info/an2009/candidate.php?candidate_id=47,Nyapin,INC,0,12th Pass,38340350,0,38340350,19,ST,NA,NA,,true,false,Female,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=47&id2=46,38340350,80446350,-42106000,-52%,PAN was missing last time
Tayu Jerang,http://myneta.info/an2009/candidate.php?candidate_id=82,Rumgong,NCP,0,Graduate,437000,0,437000,32,ST,NA,NA,,false,false,Male,,,,,,
Techi Hemu,http://myneta.info/an2009/candidate.php?candidate_id=25,PAKKE KESSANG,NCP,2,Not Given,6630976,0,6630976,12,ST,NA,NA,,false,true,Male,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=25&id2=27,6630976,5116404,1514572,30%,Party in last election was BJP
Techi Kaso,http://myneta.info/an2009/candidate.php?candidate_id=28,Itanagar,NCP,0,Literate,19100702,687000,18413702,13,ST,NA,NA,,true,false,Male,,,,,,
Techi Necha,http://myneta.info/an2009/candidate.php?candidate_id=30,Itanagar,AITC,0,Graduate,55000,0,55000,13,ST,NA,NA,,false,false,Male,,,,,,
Tengam Ngemu,http://myneta.info/an2009/candidate.php?candidate_id=138,Changlang South,AITC,0,Not Given,729000,0,729000,52,ST,NA,NA,,false,false,Male,,,,,,
Tenzing Norbu Thongdok,http://myneta.info/an2009/candidate.php?candidate_id=10,Kalaktang,INC,0,Graduate Professional,43926272,0,43926272,5,ST,NA,NA,,false,false,Male,,,,,,
Thajam Aboh,http://myneta.info/an2009/candidate.php?candidate_id=151,Khonsa West,AITC,0,Graduate,3714000,0,3714000,56,ST,NA,NA,,false,false,Male,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=151&id2=36,3714000,1200000,2514000,210%,Age Difference=3  Party in last election was INC
Thangwang Wangham,http://myneta.info/an2009/candidate.php?candidate_id=156,Longding Pumao,INC,0,Others,250000,0,250000,59,ST,NA,NA,,false,false,Male,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=156&id2=19,250000,150000,100000,67%,Party in last election was NCP
ThinghaapTaiju,http://myneta.info/an2009/candidate.php?candidate_id=140,Changlang North,INC,0,Not Given,9398448,0,9398448,53,ST,NA,NA,,false,false,Male,,,,,,
Tonhang Tongluk,http://myneta.info/an2009/candidate.php?candidate_id=152,Borduria Bogapani,NCP,0,Post Graduate,2520000,0,2520000,57,ST,NA,NA,,false,false,Male,,,,,,
Tosham Mossang,http://myneta.info/an2009/candidate.php?candidate_id=135,Nampong,IND,0,5th Pass,1000000,0,1000000,51,ST,NA,NA,,false,false,Male,,,,,,
TSERING GYURME,http://myneta.info/an2009/candidate.php?candidate_id=5,Dirang,INC,0,8th Pass,17701285,0,17701285,4,ST,NA,NA,,false,false,Male,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=5&id2=6,17701285,5636000,12065285,214%,Age Difference=8
Tsering Naksang,http://myneta.info/an2009/candidate.php?candidate_id=85,Mechuka,NCP,0,Post Graduate,3060124,0,3060124,33,ST,NA,NA,,false,false,Male,,,,,,
TSEWANG DHONDUP,http://myneta.info/an2009/candidate.php?candidate_id=163,TAWANG,INC,0,Graduate,9640000,0,9640000,2,ST,NA,NA,,false,false,Male,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=163&id2=3,9640000,2950000,6690000,227%,"page_missing for movable asset in Arunachal Pradesh 2004,"
Wangki Lowang,http://myneta.info/an2009/candidate.php?candidate_id=142,Namsang,INC,0,Not Given,10100000,0,10100000,54,ST,NA,NA,,false,false,Male,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=142&id2=53,10100000,1000000,9100000,910%,"page_missing for immovable  asset in Arunachal Pradesh 2009 ,"
Wanglin Lowangdong,http://myneta.info/an2009/candidate.php?candidate_id=153,Borduria Bogapani,INC,0,Graduate,12687000,0,12687000,57,ST,NA,NA,,true,false,Male,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=153&id2=31,12687000,6455000,6232000,97%,PAN was missing last time Party in last election was IND
Wanglong Rajkumar,http://myneta.info/an2009/candidate.php?candidate_id=143,Namsang,NCP,0,Graduate Professional,2115000,0,2115000,54,ST,NA,NA,,true,false,Male,,,,,,
Wangman Lowangcha,http://myneta.info/an2009/candidate.php?candidate_id=145,Khonsa East,BJP,0,Graduate,121540000,0,121540000,55,ST,NA,NA,,true,false,Male,,,,,,
Wangnia Pongte,http://myneta.info/an2009/candidate.php?candidate_id=141,Changlang North,AITC,0,Not Given,2220000,0,2220000,53,ST,NA,NA,,false,false,Male,http://myneta.info/an2009/index.php?action=affidavitComparison&myneta_folder2=an2004&id1=141&id2=58,2220000,4527000,-2307000,-51%,Age Difference=-9  Party in last election was INC
Yai Mara,http://myneta.info/an2009/candidate.php?candidate_id=72,Likabali,AITC,0,Graduate,6950000,0,6950000,28,ST,NA,NA,,false,false,Male,,,,,,
Yomkar Riba,http://myneta.info/an2009/candidate.php?candidate_id=74,Basar,NCP,0,Graduate,220700,0,220700,29,ST,NA,NA,,false,false,Male,,,,,,
Yomto Jini,http://myneta.info/an2009/candidate.php?candidate_id=79,Along East,AITC,0,Graduate,2131497,0,2131497,31,ST,NA,NA,,false,false,Male,,,,,,
Yumsem Matey,http://myneta.info/an2009/candidate.php?candidate_id=150,Khonsa West,INC,0,Graduate,225000,0,225000,56,ST,NA,NA,,false,false,Male,,,,,,
