candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks
Amanchi Krishna Mohan,http://myneta.info/andhra2014/candidate.php?candidate_id=4297,CHIRALA,Navodyam Party,0,Graduate,72406730,5185190,67221540,225,GEN,PRAKASAM,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,http://myneta.info/andhra2014/index.php?action=affidavitComparison&myneta_folder2=ap09&id1=4297&id2=2480,72406730,16753750,55652980,332%,Party in last election was INC
Amarnath Reddy Akepati,http://myneta.info/andhra2014/candidate.php?candidate_id=2501,RAJAMPET,Yuvajana Sramika Rythu Congress Party,2,12th Pass,18402013,110000,18292013,244,GEN,KADAPA,RAYALA SEEMA,TRUE,TRUE,FALSE,Male,,,,,,
Amarnath Reddy Ankireddy,http://myneta.info/andhra2014/candidate.php?candidate_id=2502,RAJAMPET,Jai Maha Bharath Party,0,12th Pass,51000,0,51000,244,GEN,KADAPA,RAYALA SEEMA,FALSE,FALSE,FALSE,Male,,,,,,
Ambati Chowrababu,http://myneta.info/andhra2014/candidate.php?candidate_id=4241,KONDAPI,IND,0,10th Pass,121000,0,121000,229,SC,PRAKASAM,COASTAL ANDHRA,FALSE,FALSE,FALSE,Male,,,,,,
Ambati Rambabu,http://myneta.info/andhra2014/candidate.php?candidate_id=2786,SATTENAPALLE,Yuvajana Sramika Rythu Congress Party,1,Graduate Professional,152004316,12042258,139962058,217,GEN,GUNTUR,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
Ambati Viswantha Reddy,http://myneta.info/andhra2014/candidate.php?candidate_id=2075,TADPATRI,INC,0,Graduate,28574202,3208242,25365960,270,GEN,ANANTAPUR,RAYALA SEEMA,TRUE,TRUE,FALSE,Male,,,,,,
Ambedkar Peggem,http://myneta.info/andhra2014/candidate.php?candidate_id=2840,AVANIGADDA,BSP,0,Graduate Professional,0,50000,-50000,195,GEN,KRISHNA,COASTAL ANDHRA,FALSE,FALSE,FALSE,Male,,,,,,
Amboji Durga Rao,http://myneta.info/andhra2014/candidate.php?candidate_id=3611,ELURU,IND,0,10th Pass,10000,0,10000,184,GEN,WEST GODAVARI,COASTAL ANDHRA,FALSE,FALSE,FALSE,Male,,,,,,
Ammaji Rao Revu,http://myneta.info/andhra2014/candidate.php?candidate_id=3245,RAMACHANDRAPURAM,IND,0,Post Graduate,2711000,120000,2591000,161,GEN,EAST GODAVARI,COASTAL ANDHRA,FALSE,TRUE,FALSE,Male,,,,,,
Amminaidu Paidi,http://myneta.info/andhra2014/candidate.php?candidate_id=4050,ETCHERLA,Lok Satta Party,0,12th Pass,2731798,0,2731798,126,GEN,SRIKAKULAM,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
