candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender
NIDHU RAM HAJONG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=6,Mahendraganj,IND,0,12th Pass,3955000,0,3955000,60,GEN,NA,NA,,false,false,Male
NILBIRTH SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=315,Mendipathar,IND,0,10th Pass,995000,0,995000,41,ST,NA,NA,,false,false,Male
NIMARSON MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=3,Salmanpura,UDP,0,12th Pass,6716731,0,6716731,59,ST,NA,NA,,false,false,Male
NIPINSON MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=229,Dalamgiri,GNC,0,Graduate Professional,132793,0,132793,56,ST,NA,NA,,false,false,Male
NIT SHABONG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=335,Sohiong,BJP,0,10th Pass,1806000,0,1806000,14,ST,NA,NA,,false,false,Male
NITYA NARAYAN SIMCHANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=92,Dalu,IND,0,10th Pass,1705000,0,1705000,55,ST,NA,NA,,false,false,Male
OBIL KYNDAIT,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=139,Rymbai,HPDP,0,Not Given,4882168,0,4882168,2,ST,NA,NA,,false,false,Male
ORAL SYNGKLI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=294,Jirang,BJP,0,Not Given,1705000,0,1705000,11,ST,NA,NA,,false,false,Male
P.T. SAWKMIE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=62,Mawlai,UDP,0,Graduate,1530000,0,1530000,23,ST,NA,NA,,false,false,Male
PANSENG R. MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=232,Dalu,NCP,0,10th Pass,2248700,0,2248700,55,ST,NA,NA,,false,false,Male
PARIMAL RABHA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=322,Phulbari,BJP,0,Graduate,491975,0,491975,48,GEN,NA,NA,,false,false,Male
PAUL B.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=255,Rongchugiri,GNC,0,Graduate,1197899,0,1197899,47,ST,NA,NA,,false,false,Male
PAUL HIGGINS SUTING,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=299,Laitumkharah,NCP,0,Graduate,310151,0,310151,17,ST,NA,NA,,false,false,Male
PAUL LAMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=130,War-Jaintia,NCP,0,Literate,7033523,2305000,4728523,1,ST,NA,NA,,false,false,Male
PAUL LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=69,Jaiaw,KHNAM,0,Post Graduate,1825528,0,1825528,19,ST,NA,NA,,false,false,Male
PEJUSH R.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=256,Dadenggiri,IND,0,Graduate,1040000,0,1040000,46,ST,NA,NA,,false,false,Male
PERRIN CH MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=129,Chokpot,IND,0,10th Pass,75000,0,75000,53,ST,NA,NA,,false,false,Male
PETRUS UMDOR,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=307,Malki-Nongthymmai,LJP,0,Others,1711253,0,1711253,16,ST,NA,NA,,false,false,Male
PHILLIPOLE MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=93,Kherapara,NCP,0,12th Pass,3340586,0,3340586,54,ST,NA,NA,,false,false,Male
PHINGWEL  MUKTIEH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=30,Mawhati,INC,0,Graduate,4978350,0,4978350,8,ST,NA,NA,,false,false,Male
PHLINGTON PUWEIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=320,Nongstoin,LJP,0,Others,392000,0,392000,34,ST,NA,NA,,false,false,Male
PILLARSON G. MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=337,Tikrikilla,IND,0,Post Graduate,526000,0,526000,45,ST,NA,NA,,false,false,Male
PIYALI PHUKAN KOCH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=303,Mahendraganj,UDP,0,Graduate Professional,45000,0,45000,60,GEN,NA,NA,,false,false,Male
PRADEEP G JYRWA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=203,Mawkhar,NCP,0,12th Pass,468004,213000,255004,20,ST,NA,NA,,false,false,Male
PRESTONE TYNSONG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=55,Lyngkyrdem,INC,0,Graduate,4126998,0,4126998,27,ST,NA,NA,,false,false,Male
PRETTY KHARPYNGROPE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=211,Malki-Nongthymmai,MDP,0,Graduate,7989110,0,7989110,16,ST,NA,NA,,false,false,Female
PROBIN K. RASWAI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=292,Jirang,IND,0,10th Pass,1632559,0,1632559,11,ST,NA,NA,,false,false,Male
PURNO AGITOK SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=95,Tura,NCP,0,Post Graduate,42404217,0,42404217,52,ST,NA,NA,,true,false,Male
PURNO K.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=241,Rongram,NCP,0,10th Pass,317600,0,317600,51,ST,NA,NA,,false,false,Male
PYNDAPBORTHIAW SAIBON,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=225,Shella,KHNAM,0,Graduate,1262830,0,1262830,30,ST,NA,NA,,false,false,Male
PYNSHAI MANIK SYIEM,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=78,Mylliem,NCP,0,Graduate,4916597,0,4916597,15,ST,NA,NA,,false,false,Male
PYNSHNGAINLANG SYIEM,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=81,Mawsynram,INC,0,Graduate,904728,0,904728,31,ST,NA,NA,,false,false,Male
RAIN AUGUSTINE LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=80,Sohiong,UDP,0,Graduate,2580861,0,2580861,14,ST,NA,NA,,false,false,Male
RAKKAN M.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=253,Rongchugiri,IND,0,Graduate,1215672,0,1215672,47,ST,NA,NA,,false,false,Male
RANGKYNSAI MAKDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=151,Mawhati,KHNAM,0,12th Pass,1589506,0,1589506,8,ST,NA,NA,,false,false,Male
RANGSANDOR SYIEM,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=150,Langrin,HPDP,0,Post Graduate,17120000,0,17120000,35,ST,NA,NA,,false,false,Male
REMINGTON PYNGROPE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=49,Dienglieng,UDP,0,12th Pass,5715705,2452257,3263448,25,ST,NA,NA,,false,false,Male
RIANGLENON TARIANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=10,War-Jaintia,UDP,0,Post Graduate,564000,0,564000,1,ST,NA,NA,,false,false,Male
RICARDUS IAWPHNIAW,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=162,Pariong,NCP,0,Graduate Professional,30400,0,30400,33,ST,NA,NA,,false,false,Male
RICHARD SINGH LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=22,Sutnga-Shangpung,UDP,0,10th Pass,1478394,0,1478394,3,ST,NA,NA,,false,false,Male
RITA M. V. LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=133,Raliang,MDP,0,Post Graduate,1290346,0,1290346,4,ST,NA,NA,,false,false,Female
ROBERT F KHARBUKI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=217,Sohiong,KHNAM,0,10th Pass,6657661,328024,6329637,14,ST,NA,NA,,false,false,Male
ROGER L.D. SYIEMLIEH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=199,Mawprem,LJP,0,Graduate,2195203,0,2195203,21,GEN,NA,NA,,false,false,Male
ROMEO PHIRA RANI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=300,Laitumkharah,HPDP,0,12th Pass,1318909,0,1318909,17,ST,NA,NA,,false,false,Male
RONALD MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=328,Rongram,IND,1,Graduate,5064964,20000,5044964,51,ST,NA,NA,,false,true,Male
RONNIE V. LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=77,Mylliem,INC,0,Graduate,2775000,0,2775000,15,ST,NA,NA,,false,false,Male
ROWELL LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=25,Mawkyrwat,INC,0,Graduate,1388908,0,1388908,32,ST,NA,NA,,false,false,Male
ROYTRE CHRISTOPHER LALOO,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=17,Jowai,INC,0,Doctorate,7335102,0,7335102,7,ST,NA,NA,,false,false,Male
SADER HOSSAIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=250,Phulbari,NCP,0,10th Pass,3980889,0,3980889,48,GEN,NA,NA,,true,false,Male
SAHIDUR RAHMAN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=124,Mahendraganj,NCP,0,12th Pass,3046728,767000,2279728,60,GEN,NA,NA,,true,false,Male
SALENG SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=89,Dalamgiri,INC,0,Graduate,5252012,0,5252012,56,ST,NA,NA,,false,false,Male
SALSENG C. MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=46,Resubelpara,INC,0,Graduate,4350702,0,4350702,42,ST,NA,NA,,false,false,Male
SAMARENDRA A.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=249,Rajabala,BJP,0,10th Pass,963473,0,963473,49,ST,NA,NA,,false,false,Male
SAMUEL KHONGBUH MASSAR,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=181,Lyngkyrdem,UDP,0,12th Pass,374,0,374,27,ST,NA,NA,,false,false,Male
SAMUEL SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=91,Dalu,INC,0,10th Pass,1776924,0,1776924,55,ST,NA,NA,,false,false,Male
SANBOR SHULLAI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=63,Laban,NCP,0,12th Pass,4879718,473008,4406710,22,GEN,NA,NA,,false,false,Male
SANJIV R. MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=230,Dalamgiri,IND,0,Graduate,345000,0,345000,56,ST,NA,NA,,false,false,Male
SANJOY DAS,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=196,Laban,INC,0,Graduate,2234244,358057,1876187,22,GEN,NA,NA,,true,false,Male
SANTAR SON NONGRUM,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=200,Mawprem,IND,0,12th Pass,303000,0,303000,21,GEN,NA,NA,,false,false,Male
SATTO MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=271,Baghmara,NCP,0,Graduate,408292,43000,365292,37,ST,NA,NA,,false,false,Male
SAYEEDULLAH NONGRUM,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=101,Rajabala,INC,0,12th Pass,18215214,0,18215214,49,ST,NA,NA,,false,false,Male
SEMFORD B. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=122,Salmanpura,INC,0,Graduate,2861504,0,2861504,59,ST,NA,NA,,false,false,Male
SENGBAN R.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=285,Dadenggiri,IND,0,Graduate,73064,0,73064,46,ST,NA,NA,,false,false,Male
SENGMAN R.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=98,Rongram,INC,0,10th Pass,8692068,0,8692068,51,ST,NA,NA,,false,false,Male
SENGNANG R.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=254,Rongchugiri,UDP,0,Graduate Professional,410000,0,410000,47,ST,NA,NA,,false,false,Male
SEPTERWIN R.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=326,Rongchugiri,IND,0,12th Pass,87000,0,87000,47,ST,NA,NA,,false,false,Male
SERAZUL HAQUE KHARKONGOR,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=325,Rajabala,IND,0,10th Pass,515800,0,515800,49,ST,NA,NA,,false,false,Male
SERIMINA D. MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=314,Mawthengkut,IND,0,12th Pass,628500,0,628500,36,ST,NA,NA,,false,false,Female
SEVENSON DHAR,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=342,War-Jaintia,LJP,0,Graduate Professional,20000,0,20000,1,ST,NA,NA,,false,false,Male
SHINGLY NONGKHLAW,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=193,Mawlai,KHNAM,0,12th Pass,6095000,500000,5595000,23,ST,NA,NA,,false,false,Male
SHITLANG PALE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=21,Sutnga-Shangpung,INC,0,10th Pass,9299130,0,9299130,3,ST,NA,NA,,false,false,Male
SHRI.ANDERSON A. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=267,Songsak,IND,0,12th Pass,8242616,118046,8124570,43,ST,NA,NA,,false,false,Male
SHRI.BIPORAL K.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=296,Kharkutta,IND,0,10th Pass,380000,0,380000,40,ST,NA,NA,,false,false,Male
SHRI.CLEVER N.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=269,Songsak,IND,1,10th Pass,889740,0,889740,43,ST,NA,NA,,false,true,Male
SHRI.DESANG M.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=113,Rongjeng,NCP,0,12th Pass,3130559,0,3130559,39,ST,NA,NA,,false,false,Male
SHRI.ELSTONE D.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=264,Kharkutta,INC,0,Graduate,6556724,219890,6336834,40,ST,NA,NA,,false,false,Male
SHRI.LUDERBERG CH.MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=265,Kharkutta,UDP,0,Graduate,1650000,0,1650000,40,ST,NA,NA,,false,false,Male
SHRI.MARCUISE N.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=111,Rongrenggiri,NCP,1,12th Pass,4194607,0,4194607,38,ST,NA,NA,,false,true,Male
SHRI.NEWTON B.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=261,Rongrenggiri,UDP,0,Graduate,2017049,0,2017049,38,ST,NA,NA,,false,false,Male
SHRI.NIHIM D.SHIRA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=117,Songsak,NCP,0,Graduate Professional,272840,0,272840,43,ST,NA,NA,,false,false,Male
SHRI.OMILLO K.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=115,Kharkutta,NCP,0,Not Given,1870409,0,1870409,40,ST,NA,NA,,false,false,Male
SHRI.RUPERT MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=116,Kharkutta,IND,0,Post Graduate,231500,0,231500,40,ST,NA,NA,,false,false,Male
SHRI.SANJAY MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=268,Songsak,UDP,0,12th Pass,1199899,0,1199899,43,ST,NA,NA,,false,false,Male
SHRI.SENGNAM MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=114,Rongjeng,INC,0,Graduate,2504484,0,2504484,39,ST,NA,NA,,false,false,Male
SHRI.SUBASH MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=266,Kharkutta,IND,0,Post Graduate,845000,0,845000,40,ST,NA,NA,,false,false,Male
SHRI.SUJIT SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=263,Rongjeng,MDP,0,Post Graduate,934000,0,934000,39,ST,NA,NA,,false,false,Male
SHRI.TONSING N.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=118,Songsak,INC,0,Graduate,4335000,0,4335000,43,ST,NA,NA,,false,false,Male
SIMON SIANGSHAI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=20,Rymbai,NCP,0,Others,13327348,0,13327348,2,ST,NA,NA,,false,false,Male
SINGH MULIEH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=18,Jowai,UDP,0,Not Given,1850066,0,1850066,7,ST,NA,NA,,false,false,Male
SISIR MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=248,Rajabala,IND,0,10th Pass,7287746,0,7287746,49,ST,NA,NA,,false,false,Male
SMT.DEBORA C.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=112,Rongrenggiri,INC,0,Graduate,20674779,373154,20301625,38,ST,NA,NA,,false,false,Male
SMT.LENITHA SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=262,Rongrenggiri,MDP,0,12th Pass,1143231,0,1143231,38,ST,NA,NA,,false,false,Male
SNIAWBHALANG DHAR,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=15,Nongbah-Wahiajer,INC,0,12th Pass,75074,427200,-352126,6,ST,NA,NA,,false,false,Male
SOFIAR RAHMAN HAZARIKA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=252,Phulbari,IND,0,12th Pass,4986841,0,4986841,48,GEN,NA,NA,,false,false,Male
SOPHIE BENSINDA MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=283,Chokpot,INC,1,12th Pass,725947,0,725947,53,ST,NA,NA,,false,false,Female
SRANLY MARWEIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=163,Pariong,LJP,0,10th Pass,150000,0,150000,33,ST,NA,NA,,false,false,Male
SRINIWAS DUBEY,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=304,Mahendraganj,CPI,0,10th Pass,100500,0,100500,60,GEN,NA,NA,,false,false,Male
STANLYWISS RYMBAI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=32,Umroi,INC,0,12th Pass,4547000,0,4547000,9,ST,NA,NA,,false,false,Male
STARFING LOVE LANGPEN PDAHKASIEJ,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=311,Mawsynram,IND,0,Graduate,60000,0,60000,31,ST,NA,NA,,false,false,Male
STEVENSON BULBIN NONGDHAR,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=208,Laitumkharah,MDP,0,Graduate,1239226,0,1239226,17,ST,NA,NA,,false,false,Male
SUBHASIS CHAKRAWARTY,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=204,Pynthorumkhrah,INC,0,Graduate Professional,1994000,0,1994000,18,GEN,NA,NA,,true,false,Male
T. KHARIR,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=213,Mylliem,UDP,0,Graduate Professional,1110000,0,1110000,15,ST,NA,NA,,false,false,Male
T.H.S. BONNEY,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=334,Sohiong,MDP,0,Post Graduate,2020000,0,2020000,14,ST,NA,NA,,false,false,Male
TANGSENG R.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=286,Dadenggiri,UDP,0,12th Pass,55000,0,55000,46,ST,NA,NA,,false,false,Male
TARIANG MASSAR,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=140,Rymbai,KHNAM,0,8th Pass,549721,0,549721,2,ST,NA,NA,,false,false,Male
TEILANG S BLAH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=187,Dienglieng,INC,0,Post Graduate,5636000,0,5636000,25,ST,NA,NA,,false,false,Male
THAWAIN PLAIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=16,Nongbah-Wahiajer,UDP,0,Post Graduate,808013,0,808013,6,ST,NA,NA,,false,false,Male
TILOK DAS GUPTA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=297,Laban,IND,0,Doctorate,714732,43571,671161,22,GEN,NA,NA,,true,false,Male
TIMOTHY SHIRA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=45,Resubelpara,NCP,0,Graduate,2224407,0,2224407,42,ST,NA,NA,,false,false,Male
TINASH CH. MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=339,Tura,UDP,0,Post Graduate,873504,447054,426450,52,ST,NA,NA,,false,false,Male
TITOSSTAR WELL CHYNE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=84,Sohra,UDP,0,Graduate,2949875,18000,2931875,29,ST,NA,NA,,false,false,Male
TONY CURTIS LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=76,Malki-Nongthymmai,INC,0,Graduate Professional,11963775,0,11963775,16,ST,NA,NA,,false,false,Male
UTPAL ARENGH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=231,Dalamgiri,UDP,0,Graduate,310104,350000,-39896,56,ST,NA,NA,,false,false,Male
UTPAL KUMAR KOCH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=125,Mahendraganj,BJP,0,12th Pass,65750,0,65750,60,GEN,NA,NA,,false,false,Male
VENANTIUS LYNGDOH PEINLANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=305,Mairang,LJP,0,Others,75686,25000,50686,12,ST,NA,NA,,false,false,Male
VIJAY RAI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=198,Mawprem,BJP,0,Graduate,886470,830056,56414,21,GEN,NA,NA,,true,false,Male
W. LASLARTON LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=202,Mawkhar,BJP,0,Graduate,839669,0,839669,20,ST,NA,NA,,false,false,Male
WAIBHA KHYRIEM KYNDIAH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=185,Nongkrem,INC,0,Graduate,8284538,0,8284538,26,ST,NA,NA,,false,false,Male
WENISON MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=128,Chokpot,IND,0,10th Pass,2790000,0,2790000,53,ST,NA,NA,,false,false,Male
WENTON MARBANIANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=176,Nongspung,HPDP,0,Graduate,3578903,0,3578903,13,ST,NA,NA,,false,false,Male
WIKKINSON SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=282,Chokpot,IND,0,Graduate Professional,3360302,0,3360302,53,ST,NA,NA,,false,false,Male
WILLIAM  MYNSONG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=36,Jirang,INC,0,Not Given,1335000,0,1335000,11,ST,NA,NA,,false,false,Male
WINSANG SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=175,Bajengdoba,IND,0,Graduate,676896,0,676896,44,ST,NA,NA,,false,false,Male
ZENITH M. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=110,Rangsakona,INC,0,Graduate,5919017,0,5919017,57,ST,NA,NA,,false,false,Male
