candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks
Kripamohan Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=6075,PENCHARTHAL,TSP,0,12th Pass,541500,300000,241500,59,ST,North Tripura,Tripura East,false,true,false,Male,,,,,,
Krishna Kanta Debnath,http://myneta.info/tripura2018/candidate.php?candidate_id=5915,SURYAMANINAGAR,AITC,0,12th Pass,14643,0,14643,18,ST,Sipahijala,Tripura West,false,true,false,Male,,,,,,
Krishna Majumder,http://myneta.info/tripura2018/candidate.php?candidate_id=5765,AGARTALA,CPI(M),0,Post Graduate,2914197,749992,2164205,6,GEN,West Tripura,Tripura West,false,true,false,Female,,,,,,
Krishnadhan Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5878,BAMUTIA,BJP,1,12th Pass,1314000,101000,1213000,3,SC,West Tripura,Tripura West,false,true,true,Male,,,,,,
Kuheli Das (Sinha),http://myneta.info/tripura2018/candidate.php?candidate_id=5893,BANAMALIPUR,AITC,0,8th Pass,839,0,839,9,GEN,West Tripura,Tripura West,false,true,false,Female,,,,,,
Lalit Mohan Tripura,http://myneta.info/tripura2018/candidate.php?candidate_id=5808,RAIMA VALLEY,CPI(M),0,5th Pass,11201918,956955,10244963,44,ST,Dhalai,Tripura East,false,false,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5808&id2=182,11201918,10945954,255964,2%,Age Difference=2
Madhab Chandra Saha,http://myneta.info/tripura2018/candidate.php?candidate_id=6031,MATARBARI,CPI(M),0,12th Pass,12183954,134813,12049141,32,ST,Gomati,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=6031&id2=156,12183954,5133003,7050951,137%,PAN was missing last time
Madhu Sudhan Tripura,http://myneta.info/tripura2018/candidate.php?candidate_id=5955,JOLAIBARI,AITC,0,5th Pass,506200,0,506200,38,ST,South Tripura,Tripura East,false,false,false,Male,,,,,,
Majibur Islam Majumdar,http://myneta.info/tripura2018/candidate.php?candidate_id=6016,SONAMURA,INC,0,Graduate Professional,1165000,0,1165000,22,GEN,Sipahijala,Tripura West,false,true,false,Male,,,,,,
Manab Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5912,GOLAGHATI,Indigenous Nationalist Party of Twipra,0,Others,13385000,0,13385000,17,ST,Sipahijala,Tripura West,false,true,false,Male,,,,,,
Manik Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5794,RAJNAGAR,INC,0,Graduate,167000,30000,137000,34,SC,South Tripura,Tripura West,false,false,false,Male,,,,,,
Manik Dey,http://myneta.info/tripura2018/candidate.php?candidate_id=6008,MAJLISHPUR,CPI(M),0,12th Pass,7490679,0,7490679,10,GEN,West Tripura,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=6008&id2=120,7490679,5420463,2070216,38%,PAN was missing last time
Manik Sarkar,http://myneta.info/tripura2018/candidate.php?candidate_id=5781,DHANPUR,CPI(M),0,Graduate,3319644,0,3319644,23,GEN,Sipahijala,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5781&id2=138,3319644,2683195,636449,24%,PAN was missing last time
Manindra Chandra Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5787,KALYANPUR-PRAMODNAGAR,CPI(M),0,Graduate,2390277,1114250,1276027,27,GEN,Khowai,Tripura East,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5787&id2=146,2390277,641801,1748476,272%,PAN was missing last time
Manindra Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=5797,SANTIRBAZAR,CPI,0,10th Pass,3274177,985471,2288706,36,ST,South Tripura,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5797&id2=100,3274177,2856010,418167,15%,Age Difference=7
Manoj Kanti Deb,http://myneta.info/tripura2018/candidate.php?candidate_id=5963,KAMALPUR,BJP,2,Graduate,4173187,0,4173187,45,GEN,Dhalai,Tripura East,false,true,false,Male,,,,,,
Manoranjan Datta,http://myneta.info/tripura2018/candidate.php?candidate_id=5958,SABROOM,INC,0,10th Pass,1626701,0,1626701,40,GEN,South Tripura,Tripura East,false,true,false,Male,,,,,,
Manoranjan Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=6022,KALYANPUR-PRAMODNAGAR,TSP,0,Graduate,4700,70000,-65300,27,GEN,Khowai,Tripura East,false,true,false,Male,,,,,,
Martujuddin Choudhury,http://myneta.info/tripura2018/candidate.php?candidate_id=6000,BAGBASSA,IND,1,8th Pass,467000,0,467000,55,GEN,North Tripura,Tripura East,false,true,true,Male,,,,,,
Matilal Sil,http://myneta.info/tripura2018/candidate.php?candidate_id=6030,RADHAKISHORPUR,AITC,0,Graduate,15000,0,15000,31,ST,South Tripura,Tripura West,false,false,false,Male,,,,,,
Mevar Kumar Jamatia,http://myneta.info/tripura2018/candidate.php?candidate_id=5933,ASHARAMBARI,IPFT,0,Post Graduate,2683027,2883008,-199981,26,ST,Khowai,Tripura East,false,true,false,Male,,,,,,
Milan Chandra Kar,http://myneta.info/tripura2018/candidate.php?candidate_id=6027,RADHAKISHORPUR,INC,1,Post Graduate,8516292,0,8516292,31,ST,South Tripura,Tripura West,true,true,false,Male,,,,,,
Milan Pada Murasing,http://myneta.info/tripura2018/candidate.php?candidate_id=5798,SANTIRBAZAR,IND,0,10th Pass,30000,0,30000,36,ST,South Tripura,Tripura West,false,false,false,Male,,,,,,
Mita Saha,http://myneta.info/tripura2018/candidate.php?candidate_id=5839,BANAMALIPUR,AMB,0,12th Pass,5203000,252000,4951000,9,GEN,West Tripura,Tripura West,false,true,false,Female,,,,,,
Mithun Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5903,PRATAPGARH,AITC,0,12th Pass,652600,138000,514600,13,SC,West Tripura,Tripura West,false,true,false,Male,,,,,,
Moboshar Ali,http://myneta.info/tripura2018/candidate.php?candidate_id=5819,KAILASHAHAR,CPI(M),0,Graduate,8365402,0,8365402,53,GEN,Unakoti,Tripura East,false,true,false,Male,,,,,,
Mongla Mog,http://myneta.info/tripura2018/candidate.php?candidate_id=6042,MANU,INC,0,8th Pass,473209,0,473209,39,ST,South Tripura,Tripura East,false,true,false,Male,,,,,,
Monoranjan Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=6012,MANDAI BAZAR,CPI(M),0,10th Pass,647016,512108,134908,11,ST,West Tripura,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=6012&id2=90,647016,1142036,-495020,-43%,Age Difference=2 PAN was missing last time
Mridul Kanti Sarkar,http://myneta.info/tripura2018/candidate.php?candidate_id=5822,BADHARGHAT,SUCI(C),0,12th Pass,4062,0,4062,14,SC,West Tripura,Tripura West,false,false,false,Male,,,,,,
Najir Islam,http://myneta.info/tripura2018/candidate.php?candidate_id=5925,BOXANAGAR,AITC,0,12th Pass,66259,0,66259,20,GEN,Sipahijala,Tripura West,false,true,false,Male,,,,,,
Nakendra Chakma,http://myneta.info/tripura2018/candidate.php?candidate_id=5959,RAIMA VALLEY,TSP,0,8th Pass,2462,0,2462,44,ST,Dhalai,Tripura East,false,false,false,Male,,,,,,
Nandini Chakma,http://myneta.info/tripura2018/candidate.php?candidate_id=6073,PENCHARTHAL,INC,0,8th Pass,23300,0,23300,59,ST,North Tripura,Tripura East,false,false,false,Female,,,,,,
Narasingha Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5863,KAILASHAHAR,AITC,0,Graduate Professional,11138000,0,11138000,53,GEN,Unakoti,Tripura East,true,true,false,Male,,,,,,
Narayan Chandra Chowdhuri,http://myneta.info/tripura2018/candidate.php?candidate_id=5771,KAMALASAGAR,CPI(M),0,12th Pass,630096,524448,105648,15,GEN,West Tripura,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5771&id2=126,630096,1135910,-505814,-45%,PAN was missing last time
Narayan Chandra Dey,http://myneta.info/tripura2018/candidate.php?candidate_id=6071,SABROOM,IND,0,8th Pass,6850,0,6850,40,GEN,South Tripura,Tripura East,false,true,false,Male,,,,,,
Narendra Chandra Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5841,TAKARJALA,IPFT,0,Graduate,12084603,0,12084603,12,ST,West Tripura,Tripura West,false,true,false,Male,,,,,,
Naresh Chandra Jamatia,http://myneta.info/tripura2018/candidate.php?candidate_id=5791,BAGMA,CPI(M),0,10th Pass,3528300,422244,3106056,30,ST,South Tripura,Tripura West,false,false,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5791&id2=150,3528300,2510576,1017724,41%,
Nirajoy Tripura,http://myneta.info/tripura2018/candidate.php?candidate_id=5814,CHAWMANU,CPI(M),0,8th Pass,156388,202000,-45612,49,ST,Dhalai,Tripura East,false,false,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5814&id2=196,156388,88742,67646,76%,
Nirmal Biswas,http://myneta.info/tripura2018/candidate.php?candidate_id=5931,KHOWAI,CPI(M),0,Graduate,1410109,134738,1275371,25,GEN,Khowai,Tripura East,false,true,false,Male,,,,,,
Nirmalendu Deb,http://myneta.info/tripura2018/candidate.php?candidate_id=5861,CHANDIPUR,INC,0,Graduate,2793300,0,2793300,52,GEN,Unakoti,Tripura East,true,true,false,Male,,,,,,
Nishi Kanta Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5914,GOLAGHATI,INC,0,8th Pass,350000,0,350000,17,ST,Sipahijala,Tripura West,false,true,false,Male,,,,,,
Nitai Chaudhuri,http://myneta.info/tripura2018/candidate.php?candidate_id=5910,BISHALGARH,BJP,0,Post Graduate,15102838,0,15102838,16,GEN,Sipahijala,Tripura West,true,true,false,Male,,,,,,
Nitish De,http://myneta.info/tripura2018/candidate.php?candidate_id=5993,KAILASHAHAR,BJP,0,Graduate,1151577,0,1151577,53,GEN,Unakoti,Tripura East,true,true,false,Male,,,,,,
Nitya Gopal Rudrapal,http://myneta.info/tripura2018/candidate.php?candidate_id=5936,TELIAMURA,INC,0,Graduate,88512,0,88512,28,ST,Khowai,Tripura East,false,true,false,Male,,,,,,
Pabitra Kar,http://myneta.info/tripura2018/candidate.php?candidate_id=6005,KHAYERPUR,CPI(M),0,Graduate,7294389,0,7294389,5,GEN,West Tripura,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=6005&id2=89,7294389,5891364,1403025,24%,Age Difference=7 PAN is Different
Pabitra Mohan Jamatia,http://myneta.info/tripura2018/candidate.php?candidate_id=6047,AMARPUR,TSP,0,8th Pass,509024,0,509024,42,GEN,Gomati,Tripura East,false,true,false,Male,,,,,,
Padma Kumar Deb Barma,http://myneta.info/tripura2018/candidate.php?candidate_id=5782,RAMCHANDRAGHAT,CPI(M),0,10th Pass,1867494,657709,1209785,24,ST,Khowai,Tripura East,false,false,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5782&id2=96,1867494,158159,1709335,1081%,
Parimal Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5973,AMBASSA,BJP,1,8th Pass,2660398,86010,2574388,47,ST,Dhalai,Tripura East,false,true,false,Male,,,,,,
Parimal Debnath,http://myneta.info/tripura2018/candidate.php?candidate_id=5805,AMARPUR,CPI(M),0,Graduate,3149344,0,3149344,42,GEN,Gomati,Tripura East,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5805&id2=315,3149344,2360000,789344,33%,Age Difference=1
Parimal Sarkar,http://myneta.info/tripura2018/candidate.php?candidate_id=5774,BISHALGARH,AMB,0,10th Pass,109000,0,109000,16,GEN,Sipahijala,Tripura West,false,false,false,Male,,,,,,
Parkaroy Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=5972,AMBASSA,TPP,0,5th Pass,100,0,100,47,ST,Dhalai,Tripura East,false,false,false,Male,,,,,,
Partha Karmakar,http://myneta.info/tripura2018/candidate.php?candidate_id=6029,RADHAKISHORPUR,CPI(ML)(L),0,12th Pass,683402,0,683402,31,ST,South Tripura,Tripura West,false,true,false,Male,,,,,,
Phani Lal Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5872,SIMNA,INC,0,10th Pass,66389,28478,37911,1,ST,West Tripura,Tripura West,false,true,false,Male,,,,,,
Pinaki Das Chowdhury,http://myneta.info/tripura2018/candidate.php?candidate_id=6024,KALYANPUR-PRAMODNAGAR,BJP,0,12th Pass,1284442,0,1284442,27,GEN,Khowai,Tripura East,false,true,false,Male,,,,,,
Prabin Singha,http://myneta.info/tripura2018/candidate.php?candidate_id=5764,AGARTALA,TPP,0,Graduate Professional,522,0,522,6,GEN,West Tripura,Tripura West,false,true,false,Male,,,,,,
Pramod Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=5948,SANTIRBAZAR,BJP,0,12th Pass,504321,0,504321,36,ST,South Tripura,Tripura West,false,true,false,Male,,,,,,
Pranab Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5828,SIMNA,CPI(M),0,Graduate,2757920,1323357,1434563,1,ST,West Tripura,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5828&id2=107,2757920,1077359,1680561,156%,PAN is Different
Pranajit Singha Roy,http://myneta.info/tripura2018/candidate.php?candidate_id=6028,RADHAKISHORPUR,BJP,0,Graduate,54210240,2622120,51588120,31,ST,South Tripura,Tripura West,true,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=6028&id2=24,54210240,40324294,13885946,34%,Party in last election was INC
Pranesh Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5970,SURMA,AMB,0,10th Pass,63000,30000,33000,46,SC,Dhalai,Tripura East,false,true,false,Male,,,,,,
Pranesh Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5816,PABIACHARA,AMB,0,5th Pass,29000,0,29000,50,SC,Unakoti,Tripura East,false,true,false,Male,,,,,,
Prasanta Bhattacharjee,http://myneta.info/tripura2018/candidate.php?candidate_id=5917,SURYAMANINAGAR,INC,0,10th Pass,54549605,11928500,42621105,18,ST,Sipahijala,Tripura West,true,true,false,Male,,,,,,
Prasanta Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5845,RAMCHANDRAGHAT,IPFT,0,12th Pass,639246,0,639246,24,ST,Khowai,Tripura East,false,true,false,Male,,,,,,
Prasanta Sen,http://myneta.info/tripura2018/candidate.php?candidate_id=5946,BELONIA,AITC,0,Post Graduate,1323000,700000,623000,35,GEN,South Tripura,Tripura West,false,true,false,Male,,,,,,
Pratima Bhoumik,http://myneta.info/tripura2018/candidate.php?candidate_id=6019,DHANPUR,BJP,0,Graduate,5013148,0,5013148,23,GEN,Sipahijala,Tripura West,false,true,false,Female,,,,,,
Pravat Chowdhury,http://myneta.info/tripura2018/candidate.php?candidate_id=5802,MANU,CPI(M),0,Graduate,14371248,2042530,12328718,39,ST,South Tripura,Tripura East,false,false,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5802&id2=300,14371248,11989941,2381307,20%,
Prem Kumar Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=6064,KANCHANPUR,IPFT,0,10th Pass,113334,0,113334,60,ST,North Tripura,Tripura East,false,false,false,Male,,,,,,
Premtosh Deb,http://myneta.info/tripura2018/candidate.php?candidate_id=5966,KAMALPUR,AMB,0,5th Pass,96336,0,96336,45,GEN,Dhalai,Tripura East,false,false,false,Male,,,,,,
Priyamani Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5807,KARBOOK,CPI(M),0,Graduate,140571,0,140571,43,ST,Gomati,Tripura East,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5807&id2=180,140571,110571,30000,27%,Age Difference=3 PAN was missing last time
Pronendra Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=6063,KANCHANPUR,TSP,0,10th Pass,3000,0,3000,60,ST,North Tripura,Tripura East,false,false,false,Male,,,,,,
Pujan Biswas,http://myneta.info/tripura2018/candidate.php?candidate_id=5888,RAMNAGAR,INC,0,12th Pass,3198204,282755,2915449,7,GEN,West Tripura,Tripura West,true,true,false,Male,,,,,,
Rabindra Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5830,SIMNA,Indigenous Nationalist Party of Twipra,0,10th Pass,93000,0,93000,1,ST,West Tripura,Tripura West,false,true,false,Male,,,,,,
Radha Rani Das (Bhowmik),http://myneta.info/tripura2018/candidate.php?candidate_id=6041,RAJNAGAR,IND,0,10th Pass,1010850,28000,982850,34,SC,South Tripura,Tripura West,false,true,false,Female,,,,,,
Rahamat Ali,http://myneta.info/tripura2018/candidate.php?candidate_id=5994,KADAMTALA-KURTI,IND,0,8th Pass,199000,0,199000,54,GEN,North Tripura,Tripura East,false,true,false,Male,,,,,,
Rajendra Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=6060,KANCHANPUR,CPI(M),0,10th Pass,5945825,715896,5229929,60,ST,North Tripura,Tripura East,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=6060&id2=106,5945825,2649097,3296728,124%,PAN was missing last time
Rajesh Kumar Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5847,ASHARAMBARI,IND,0,Post Graduate,11205,0,11205,26,ST,Khowai,Tripura East,true,true,false,Male,,,,,,
Rajesh Malakar,http://myneta.info/tripura2018/candidate.php?candidate_id=5988,FATIKROY,IND,0,8th Pass,7275,0,7275,51,SC,Unakoti,Tripura East,false,false,false,Male,,,,,,
Rajib Gope,http://myneta.info/tripura2018/candidate.php?candidate_id=6009,MAJLISHPUR,INC,0,Graduate Professional,594290,22780,571510,10,GEN,West Tripura,Tripura West,false,true,false,Male,,,,,,
Rajkumar Choudhury,http://myneta.info/tripura2018/candidate.php?candidate_id=5776,SURYAMANINAGAR,CPI(M),0,Post Graduate,4381571,0,4381571,18,ST,Sipahijala,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5776&id2=95,4381571,3091720,1289851,42%,
Raju Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5918,SURYAMANINAGAR,RPI(A),0,12th Pass,110000,0,110000,18,ST,Sipahijala,Tripura West,false,true,false,Male,,,,,,
Rakhu Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5989,FATIKROY,INC,0,Graduate,947000,0,947000,51,SC,Unakoti,Tripura East,false,true,false,Male,,,,,,
Ram Bahadur Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=5824,KARBOOK,INC,0,10th Pass,549759,279000,270759,43,ST,Gomati,Tripura East,false,false,false,Male,,,,,,
Ram Krishna Jamatia,http://myneta.info/tripura2018/candidate.php?candidate_id=5852,AMPINAGAR,Indigenous Nationalist Party of Twipra,0,8th Pass,433010,0,433010,41,ST,Gomati,Tripura East,false,false,false,Male,,,,,,
Ram Pada Jamatia,http://myneta.info/tripura2018/candidate.php?candidate_id=5940,BAGMA,BJP,0,12th Pass,13177929,0,13177929,30,ST,South Tripura,Tripura West,true,true,false,Male,,,,,,
Ramendra Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5768,TAKARJALA,CPI(M),0,10th Pass,1392971,0,1392971,12,ST,West Tripura,Tripura West,false,true,false,Male,,,,,,
Ramendra Narayan Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5777,CHARILAM,CPI(M),0,Graduate Professional,1143332,700000,443332,19,ST,Sipahijala,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5777&id2=131,1143332,1160716,-17384,-1%,PAN was missing last time
Ramprasad Paul,http://myneta.info/tripura2018/candidate.php?candidate_id=5916,SURYAMANINAGAR,BJP,0,8th Pass,4346761,0,4346761,18,ST,Sipahijala,Tripura West,true,true,false,Male,,,,,,
Ramu Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5821,PRATAPGARH,CPI(M),0,Post Graduate,561503,0,561503,13,SC,West Tripura,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5821&id2=309,561503,301489,260014,86%,Age Difference=1
Rani Singha,http://myneta.info/tripura2018/candidate.php?candidate_id=6004,PANISAGAR,AITC,0,8th Pass,703430,0,703430,58,GEN,North Tripura,Tripura East,false,true,false,Female,,,,,,
Ranjanbati Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5975,KARAMCHARA,INC,0,8th Pass,221297,0,221297,48,ST,Dhalai,Tripura East,false,false,false,Female,,,,,,
Ranjit Das,http://myneta.info/tripura2018/candidate.php?candidate_id=6046,AMARPUR,BJP,2,12th Pass,1712555,47769,1664786,42,GEN,Gomati,Tripura East,false,true,true,Male,,,,,,
Ranjit Kumar Reang,http://myneta.info/tripura2018/candidate.php?candidate_id=6061,KANCHANPUR,INC,0,10th Pass,10000,0,10000,60,ST,North Tripura,Tripura East,false,false,false,Male,,,,,,
Rasamay Nath,http://myneta.info/tripura2018/candidate.php?candidate_id=5996,KADAMTALA-KURTI,AITC,0,10th Pass,2152768,0,2152768,54,GEN,North Tripura,Tripura East,false,true,false,Male,,,,,,
Ratan Chakraborty,http://myneta.info/tripura2018/candidate.php?candidate_id=6007,KHAYERPUR,BJP,0,Graduate,9386722,0,9386722,5,GEN,West Tripura,Tripura West,false,true,false,Male,,,,,,
Ratan Chandra Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5906,BADHARGHAT,INC,0,10th Pass,2186700,0,2186700,14,SC,West Tripura,Tripura West,false,true,false,Male,,,,,,
Ratan Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5766,RAMNAGAR,CPI(M),0,Post Graduate,7373842,0,7373842,7,GEN,West Tripura,Tripura West,true,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5766&id2=116,7373842,5186153,2187689,42%,
Ratan Kumar Bhowmik,http://myneta.info/tripura2018/candidate.php?candidate_id=5792,KAKRABAN-SHALGARA,CPI(M),0,Post Graduate,7121492,0,7121492,33,SC,Gomati,Tripura West,true,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5792&id2=160,7121492,3729348,3392144,91%,
Ratan Lal Nath,http://myneta.info/tripura2018/candidate.php?candidate_id=5876,MOHANPUR,BJP,4,Graduate Professional,12897253,1005192,11892061,2,GEN,West Tripura,Tripura West,true,true,true,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5876&id2=1,12897253,8163595,4733658,58%,Party in last election was INC
Ratish Tripura,http://myneta.info/tripura2018/candidate.php?candidate_id=5813,KARAMCHARA,Indigenous Nationalist Party of Twipra,0,10th Pass,367000,0,367000,48,ST,Dhalai,Tripura East,false,true,false,Male,,,,,,
Ratna Datta,http://myneta.info/tripura2018/candidate.php?candidate_id=5891,TOWN BARDOWALI,INC,0,10th Pass,4253388,0,4253388,8,GEN,West Tripura,Tripura West,true,true,false,Female,,,,,,
Rebati Mohan Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5901,PRATAPGARH,BJP,0,10th Pass,10213659,0,10213659,13,SC,West Tripura,Tripura West,true,true,false,Male,,,,,,
Rita Kar Majumder,http://myneta.info/tripura2018/candidate.php?candidate_id=5803,SABROOM,CPI(M),0,Graduate,2193793,3299506,-1105713,40,GEN,South Tripura,Tripura East,false,true,false,Female,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5803&id2=175,2193793,1463958,729835,50%,
Sachitra Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5855,AMBASSA,INC,0,Graduate Professional,10788000,0,10788000,47,ST,Dhalai,Tripura East,false,true,false,Male,,,,,,
Sahid Choudhuri,http://myneta.info/tripura2018/candidate.php?candidate_id=5778,BOXANAGAR,CPI(M),0,12th Pass,4295588,0,4295588,20,GEN,Sipahijala,Tripura West,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5778&id2=134,4295588,2910469,1385119,48%,PAN was missing last time
Sajal Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5985,FATIKROY,TPP,0,12th Pass,12600,0,12600,51,SC,Unakoti,Tripura East,false,true,false,Male,,,,,,
Sambhu Lal Chakma,http://myneta.info/tripura2018/candidate.php?candidate_id=5979,CHAWMANU,BJP,0,Graduate,133286,0,133286,49,ST,Dhalai,Tripura East,false,true,false,Male,,,,,,
Samiran Malakar,http://myneta.info/tripura2018/candidate.php?candidate_id=5815,PABIACHARA,CPI(M),0,10th Pass,1228472,0,1228472,50,SC,Unakoti,Tripura East,false,true,false,Male,http://myneta.info/tripura2018/index.php?action=affidavitComparison&myneta_folder2=tripura2013&id1=5815&id2=200,1228472,713370,515102,72%,
Samson Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5900,TAKARJALA,INC,0,8th Pass,212000,0,212000,12,ST,West Tripura,Tripura West,false,true,false,Male,,,,,,
Sankar Deb,http://myneta.info/tripura2018/candidate.php?candidate_id=5907,KAMALASAGAR,INC,0,10th Pass,980247,42509,937738,15,GEN,West Tripura,Tripura West,true,true,false,Male,,,,,,
Sankar Roy,http://myneta.info/tripura2018/candidate.php?candidate_id=5957,SABROOM,BJP,0,12th Pass,14282706,554301,13728405,40,GEN,South Tripura,Tripura East,true,true,false,Male,,,,,,
Santana Chakma,http://myneta.info/tripura2018/candidate.php?candidate_id=5871,PENCHARTHAL,BJP,0,Post Graduate,139036,0,139036,59,ST,North Tripura,Tripura East,false,true,false,Female,,,,,,
Saratal Jamatia,http://myneta.info/tripura2018/candidate.php?candidate_id=5938,KRISHNAPUR,INC,0,10th Pass,116732,0,116732,29,ST,Khowai,Tripura East,false,true,false,Male,,,,,,
Shephali Debnath,http://myneta.info/tripura2018/candidate.php?candidate_id=5840,BANAMALIPUR,SUCI(C),0,12th Pass,67120,0,67120,9,GEN,West Tripura,Tripura West,false,true,false,Female,,,,,,
Shib Chandra Debbarma,http://myneta.info/tripura2018/candidate.php?candidate_id=5961,RAIMA VALLEY,Indigenous Nationalist Party of Twipra,0,Graduate Professional,23012850,0,23012850,44,ST,Dhalai,Tripura East,false,true,false,Male,,,,,,
Shibani Bhowmik,http://myneta.info/tripura2018/candidate.php?candidate_id=5837,TOWN BARDOWALI,SUCI(C),0,12th Pass,858592,0,858592,8,GEN,West Tripura,Tripura West,false,true,false,Female,,,,,,
Shri Prasanta Sen Chowdhury,http://myneta.info/tripura2018/candidate.php?candidate_id=5886,AGARTALA,INC,0,Graduate Professional,22894254,409822,22484432,6,GEN,West Tripura,Tripura West,true,true,false,Male,,,,,,
Shri Rakesh Das,http://myneta.info/tripura2018/candidate.php?candidate_id=5927,NALCHAR,INC,0,Graduate Professional,829196,0,829196,21,SC,Sipahijala,Tripura West,true,true,false,Male,,,,,,
