candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks,party_eci
Girish Prashad,http://myneta.info/mp2013/candidate.php?candidate_id=1304,SEMARIYA,IND,0,12th Pass,729000,150000,579000,69,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,false,true,false,Male,,,,,,,Independent
Gobind Singh Batham,http://myneta.info/mp2013/candidate.php?candidate_id=14,SEWDA,IND,0,Not Given,31308,0,31308,20,GEN,DATIA,BUNDELKHAND ZONE,false,false,false,Male,,,,,,,Independent
Gokul Bodana,http://myneta.info/mp2013/candidate.php?candidate_id=1990,DEPALPUR,IND,0,10th Pass,19050,0,19050,203,GEN,INDORE,MALWA PLATEAU,false,false,false,Male,,,,,,,Independent
Gond Raja Prahlad Singh (Nandu Bhaia),http://myneta.info/mp2013/candidate.php?candidate_id=2248,PATAN,Akhil Bhartiya Gondwana Party,0,8th Pass,830000,0,830000,95,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,Akhil Bhartiya Gondwana Party
Gopal,http://myneta.info/mp2013/candidate.php?candidate_id=1095,SURKHI,BSP,0,Literate,1113000,0,1113000,37,GEN,SAGAR,VINDHYAN PLEATEAU,false,false,false,Male,,,,,,,Bahujan Samaj Party
Gopal,http://myneta.info/mp2013/candidate.php?candidate_id=995,MAHIDPUR,SP,0,5th Pass,51900,0,51900,213,GEN,UJJAIN,MALWA PLATEAU,false,false,false,Male,,,,,,,Samajwadi Party
Gopal Bhargava,http://myneta.info/mp2013/candidate.php?candidate_id=636,REHLI,BJP,0,Post Graduate,10129044,4500000,5629044,39,GEN,SAGAR,VINDHYAN PLEATEAU,true,true,false,Male,http://myneta.info/mp2013/index.php?action=affidavitComparison&myneta_folder2=2008mp&id1=636&id2=341,10129044,9649000,480044,5%,,Bharatiya Janata Party
Gopal Kannoj,http://myneta.info/mp2013/candidate.php?candidate_id=463,MANAWAR,IND,0,8th Pass,11914856,951158,10963698,199,ST,DHAR,MALWA PLATEAU,false,true,false,Male,,,,,,,Independent
Gopal Kaul,http://myneta.info/mp2013/candidate.php?candidate_id=1703,ASHOK NAGAR,IND,0,Graduate,6572562,0,6572562,32,SC,ASHOK NAGAR,GIRD ZONE,false,true,false,Male,,,,,,,Independent
Gopal Kothe,http://myneta.info/mp2013/candidate.php?candidate_id=2131,SAUSAR,IND,0,12th Pass,3044929,1613910,1431019,125,GEN,CHHINDWARA,SATPURA PLATEAU,false,true,false,Male,,,,,,,Independent
Gopal Prasad,http://myneta.info/mp2013/candidate.php?candidate_id=2007,SEMARIYA,IND,0,10th Pass,476000,0,476000,69,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,Independent
Gopal Prasad Ahirwal,http://myneta.info/mp2013/candidate.php?candidate_id=1881,DAMOH,IND,0,10th Pass,3170600,0,3170600,55,GEN,DAMOH,VINDHYAN PLEATEAU,false,false,false,Male,,,,,,,Independent
Gopal Singh,http://myneta.info/mp2013/candidate.php?candidate_id=362,ASHTA,INC,2,Graduate Professional,100237949,101000,100136949,157,SC,SEHORE,VINDHYAN PLEATEAU,true,true,false,Male,,,,,,,Indian National Congress
Gopal Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1147,NIWARI,IND,0,Post Graduate,1232500,165000,1067500,46,GEN,TIKAMGARH,BUNDELKHAND ZONE,false,true,false,Male,,,,,,,Independent
Gopal Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1650,POHARI,Bahujan Sangharshh Dal,0,Not Given,175000,0,175000,24,GEN,SHIVPURI,GIRD ZONE,true,true,false,Male,,,,,,,Bahujan Sangharshh Dal
Gopal Singh Chauhan,http://myneta.info/mp2013/candidate.php?candidate_id=690,CHANDERI,INC,6,8th Pass,32188929,1778327,30410602,33,GEN,ASHOK NAGAR,GIRD ZONE,true,true,true,Male,,,,,,,Indian National Congress
Gopal Suthar,http://myneta.info/mp2013/candidate.php?candidate_id=1697,SUWARSA,SP,0,10th Pass,220500,0,220500,226,GEN,MANDSAUR,MALWA PLATEAU,false,false,false,Male,,,,,,,Samajwadi Party
Gopalkrishna Yaduwanshi,http://myneta.info/mp2013/candidate.php?candidate_id=2169,SEONI MALWA,IND,0,10th Pass,13978507,0,13978507,136,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,false,true,false,Male,,,,,,,Independent
Gopalsingh Karan Singh Solanki,http://myneta.info/mp2013/candidate.php?candidate_id=2425,BADWAHA,IND,0,Graduate,30257,0,30257,182,GEN,KHARGONE,NIMAR VALLEY,false,false,false,Male,,,,,,,Independent
Gopilal Jatav,http://myneta.info/mp2013/candidate.php?candidate_id=1376,ASHOK NAGAR,BJP,0,Literate,18000000,1100000,16900000,32,SC,ASHOK NAGAR,GIRD ZONE,false,true,false,Male,,,,,,,Bharatiya Janata Party
Gour Singh Vasuniya,http://myneta.info/mp2013/candidate.php?candidate_id=146,THANDLA,BJP,0,Graduate,8785026,0,8785026,194,ST,JHABUA,JHABUA HILLS,true,true,false,Male,,,,,,,Bharatiya Janata Party
Gourishankar Chaturbhuj Bisen,http://myneta.info/mp2013/candidate.php?candidate_id=292,BALAGHAT,BJP,1,Post Graduate,74182316,1060000,73122316,111,GEN,BALAGHAT,CHHATTISGARH PLAINS,true,true,false,Male,http://myneta.info/mp2013/index.php?action=affidavitComparison&myneta_folder2=2008mp&id1=292&id2=31,74182316,46164017,28018299,61%,PAN was missing last time,Bharatiya Janata Party
Govardhan Lal,http://myneta.info/mp2013/candidate.php?candidate_id=1912,NAGADA-KHACHAROD,IND,0,8th Pass,1465000,27000,1438000,212,GEN,UJJAIN,MALWA PLATEAU,false,false,false,Male,,,,,,,Independent
Govardhan Upadhyay,http://myneta.info/mp2013/candidate.php?candidate_id=896,SIRONG,INC,0,Graduate Professional,17712724,301093,17411631,147,GEN,VIDISHA,VINDHYAN PLEATEAU,true,true,false,Male,,,,,,,Indian National Congress
Goverdhanlal,http://myneta.info/mp2013/candidate.php?candidate_id=2161,SONKATCH,IND,0,12th Pass,725000,0,725000,170,SC,DEWAS,MALWA PLATEAU,true,true,false,Male,,,,,,,Independent
Govind Goyal,http://myneta.info/mp2013/candidate.php?candidate_id=901,GOVINDPURA,INC,0,12th Pass,283957234,10821590,273135644,154,GEN,BHOPAL,VINDHYAN PLEATEAU,true,true,false,Male,,,,,,,Indian National Congress
Govind Rathore,http://myneta.info/mp2013/candidate.php?candidate_id=1262,SUSNER,SHS,0,Illiterate,1751700,0,1751700,165,GEN,SHAJAPUR,MALWA PLATEAU,true,true,false,Male,,,,,,,Shivsena
Govind Rathore,http://myneta.info/mp2013/candidate.php?candidate_id=425,SURKHI,IND,0,Not Given,71000,0,71000,37,GEN,SAGAR,VINDHYAN PLEATEAU,false,false,false,Male,,,,,,,Independent
Govind Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1209,JABERA,IND,0,8th Pass,745000,0,745000,56,GEN,DAMOH,VINDHYAN PLEATEAU,false,false,false,Male,,,,,,,Independent
Govind Singh,http://myneta.info/mp2013/candidate.php?candidate_id=183,LAHAR,INC,1,Graduate Professional,69112292,2868240,66244052,11,GEN,BHIND,GIRD ZONE,true,true,false,Male,http://myneta.info/mp2013/index.php?action=affidavitComparison&myneta_folder2=2008mp&id1=183&id2=51,69112292,22024156,47088136,214%,,Indian National Congress
Govind Singh,http://myneta.info/mp2013/candidate.php?candidate_id=421,SURKHI,INC,1,Post Graduate,26845580,2993151,23852429,37,GEN,SAGAR,VINDHYAN PLEATEAU,true,true,true,Male,http://myneta.info/mp2013/index.php?action=affidavitComparison&myneta_folder2=2008mp&id1=421&id2=337,26845580,14641354,12204226,83%,,Indian National Congress
Govind Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1903,TARANA,IND,0,12th Pass,525500,60000,465500,214,SC,UJJAIN,MALWA PLATEAU,false,false,false,Male,,,,,,,Independent
Govind Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1399,BEOHARI,IND,0,Literate,525375,0,525375,83,ST,SHAHDOL,NOTHERN HILLS ZONE OF CHHATTISGARH,false,false,false,Male,,,,,,,Independent
Govind Singh Lodhi,http://myneta.info/mp2013/candidate.php?candidate_id=1088,KHURAI,Bhartiya Shakti Chetna Party,0,10th Pass,1015309,52000,963309,36,GEN,SAGAR,VINDHYAN PLEATEAU,false,true,false,Male,,,,,,,Bhartiya Shakti Chetna Party
Govind Singh Patel,http://myneta.info/mp2013/candidate.php?candidate_id=669,GADARWARA,BJP,0,12th Pass,74032092,2118637,71913455,121,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,true,true,false,Male,,,,,,,Bharatiya Janata Party
Goyal Sandeep,http://myneta.info/mp2013/candidate.php?candidate_id=2655,MAHESHWAR,IND,0,12th Pass,57000,0,57000,183,SC,KHARGONE,NIMAR VALLEY,false,false,false,Male,,,,,,,Independent
Guddan Pathak (Pushpendra  Nath),http://myneta.info/mp2013/candidate.php?candidate_id=655,BIJAWAR,BJP,0,Post Graduate,8022000,0,8022000,52,GEN,CHHATARPUR,BUNDELKHAND ZONE,false,false,false,Male,,,,,,,Bharatiya Janata Party
Guddusingh Damor,http://myneta.info/mp2013/candidate.php?candidate_id=2262,JHABUA,Bharatiya Bahujan Party,0,Graduate,150000,0,150000,193,ST,JHABUA,JHABUA HILLS,false,true,false,Male,,,,,,,Bharatiya Bahujan Party
Gulab Yadav,http://myneta.info/mp2013/candidate.php?candidate_id=2337,GOVINDPURA,SP,0,8th Pass,5201500,0,5201500,154,GEN,BHOPAL,VINDHYAN PLEATEAU,false,false,false,Female,,,,,,,Samajwadi Party
Gulab Yadav,http://myneta.info/mp2013/candidate.php?candidate_id=1614,SEWDA,IND,0,8th Pass,5166480,250000,4916480,20,GEN,DATIA,BUNDELKHAND ZONE,false,false,false,Male,,,,,,,Independent
Gulabchand,http://myneta.info/mp2013/candidate.php?candidate_id=211,BANDA,BSP,0,8th Pass,2005650,0,2005650,42,GEN,SAGAR,VINDHYAN PLEATEAU,false,true,false,Male,,,,,,,Bahujan Samaj Party
Gulabsingh Girwal,http://myneta.info/mp2013/candidate.php?candidate_id=2032,DHARAMPURI,BSP,0,Literate,1550500,300000,1250500,200,ST,DHAR,MALWA PLATEAU,false,false,false,Male,,,,,,,Bahujan Samaj Party
Gulam Mo.,http://myneta.info/mp2013/candidate.php?candidate_id=539,VIJAYRAGHAVGARH,BSP,0,8th Pass,11209204,763652,10445552,92,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,true,true,false,Male,,,,,,,Bahujan Samaj Party
Gulsingh,http://myneta.info/mp2013/candidate.php?candidate_id=1576,BARWANI,SP,1,Literate,276400,0,276400,190,ST,BARWANI,NIMAR VALLEY,false,false,true,Male,,,,,,,Samajwadi Party
Gulzar Singh Markam,http://myneta.info/mp2013/candidate.php?candidate_id=1456,NIWAS,GGP,0,10th Pass,2875000,400000,2475000,106,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,true,true,false,Male,,,,,,,Gondvana Gantantra Party
Guman Singh Uikey,http://myneta.info/mp2013/candidate.php?candidate_id=561,LAKHANADON,BSP,0,Literate,530000,0,530000,117,ST,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,Bahujan Samaj Party
Gunwant Uikey,http://myneta.info/mp2013/candidate.php?candidate_id=2114,BHAINSDEHI,IND,0,Post Graduate,2762000,0,2762000,133,ST,BETUL,SATPURA PLATEAU,false,false,false,Male,,,,,,,Independent
Gurucharan,http://myneta.info/mp2013/candidate.php?candidate_id=1349,REWA,IND,0,Graduate,548313,57770,490543,74,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,true,true,false,Male,,,,,,,Independent
Gyan Singh,http://myneta.info/mp2013/candidate.php?candidate_id=707,BANDHAVGARH,BJP,0,5th Pass,5159739,0,5159739,89,ST,UMARIA,NOTHERN HILLS ZONE OF CHHATTISGARH,false,true,false,Male,http://myneta.info/mp2013/index.php?action=affidavitComparison&myneta_folder2=2008mp&id1=707&id2=447,5159739,1863542,3296197,177%,Age Difference=8 PAN was missing last time,Bharatiya Janata Party
Gyanchand Ahirwar,http://myneta.info/mp2013/candidate.php?candidate_id=2449,SANCHI,Peoples Republican Party,0,10th Pass,41000,25000,16000,142,SC,RAISEN,VINDHYAN PLEATEAU,false,false,false,Male,,,,,,,Peoples Republican Party
Gyanchand Babulal Ransure,http://myneta.info/mp2013/candidate.php?candidate_id=2658,MAHESHWAR,IND,0,8th Pass,332000,0,332000,183,SC,KHARGONE,NIMAR VALLEY,false,false,false,Male,,,,,,,Independent
Gyanendra Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1957,SIRMOUR,Rashtriya Apna Dal,0,Graduate,660000,0,660000,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,false,true,false,Male,,,,,,,Rashtriya Apna Dal
Habib Surur,http://myneta.info/mp2013/candidate.php?candidate_id=2424,KHARGONE,IND,1,8th Pass,3385000,0,3385000,185,GEN,KHARGONE,NIMAR VALLEY,false,true,true,Male,,,,,,,Independent
Hafeez Bhai,http://myneta.info/mp2013/candidate.php?candidate_id=424,SURKHI,CPI,0,5th Pass,69000,0,69000,37,GEN,SAGAR,VINDHYAN PLEATEAU,false,false,false,Male,,,,,,,Communist Party of India
Hajari Lal Dangi,http://myneta.info/mp2013/candidate.php?candidate_id=670,KHILCHIPUR,BJP,0,12th Pass,39765739,0,39765739,163,GEN,RAJGARH,MALWA PLATEAU,false,false,false,Male,,,,,,,Bharatiya Janata Party
Hajarilal Raghuwanshi,http://myneta.info/mp2013/candidate.php?candidate_id=325,SEONI MALWA,INC,0,10th Pass,104689582,0,104689582,136,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,true,true,false,Male,,,,,,,Indian National Congress
Hakam Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1548,PIPARIYA,IND,0,Post Graduate,225000,0,225000,139,SC,HOSHANGABAD,CENTRAL NARMADA VALLEY,false,false,false,Male,,,,,,,Independent
Hakam Singh Lodhi,http://myneta.info/mp2013/candidate.php?candidate_id=2104,BASODA,SP,0,Graduate,6118000,0,6118000,145,GEN,VIDISHA,VINDHYAN PLEATEAU,false,false,false,Male,,,,,,,Samajwadi Party
Hakim Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1130,TIKAMGARH,National Loktantrik Party,0,Literate,1655000,0,1655000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,false,false,false,Male,,,,,,,National Loktantrik Party
Halke Prasad,http://myneta.info/mp2013/candidate.php?candidate_id=216,CHANDLA,BSP,0,12th Pass,1925325,0,1925325,49,SC,CHHATARPUR,BUNDELKHAND ZONE,false,false,false,Male,,,,,,,Bahujan Samaj Party
Hament Khandelwal,http://myneta.info/mp2013/candidate.php?candidate_id=793,BETUL,BJP,0,Graduate Professional,78551251,15491607,63059644,131,GEN,BETUL,SATPURA PLATEAU,true,true,false,Male,,,,,,,Bharatiya Janata Party
Hamid Raza Ansai,http://myneta.info/mp2013/candidate.php?candidate_id=2073,CHURHAT,IND,0,8th Pass,542000,0,542000,76,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,Independent
Hannoo Saunr,http://myneta.info/mp2013/candidate.php?candidate_id=1792,NIWARI,IND,0,5th Pass,438000,0,438000,46,GEN,TIKAMGARH,BUNDELKHAND ZONE,false,false,false,Male,,,,,,,Independent
Hanslal Mangal Bisen,http://myneta.info/mp2013/candidate.php?candidate_id=1482,WARASEONI,IND,0,10th Pass,1328766,88733,1240033,112,GEN,BALAGHAT,CHHATTISGARH PLAINS,false,false,false,Male,,,,,,,Independent
Hansram Tekam,http://myneta.info/mp2013/candidate.php?candidate_id=2716,BARGHAT,IND,2,5th Pass,1220878,100000,1120878,114,ST,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,false,false,true,Male,,,,,,,Independent
Hanumandeen,http://myneta.info/mp2013/candidate.php?candidate_id=1930,RAIGAON,GGP,0,8th Pass,7400,0,7400,62,SC,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,Gondvana Gantantra Party
Harbhajan,http://myneta.info/mp2013/candidate.php?candidate_id=415,PICHHORE,Narayani Sena,0,Graduate Professional,145000,0,145000,26,GEN,SHIVPURI,GIRD ZONE,false,false,false,Male,,,,,,,Narayani Sena
Harbhajan Singh Arora,http://myneta.info/mp2013/candidate.php?candidate_id=1103,INDORE - 3,IND,1,5th Pass,3424843,1235518,2189325,206,GEN,INDORE,MALWA PLATEAU,true,true,false,Male,,,,,,,Independent
Hardeep Singh,http://myneta.info/mp2013/candidate.php?candidate_id=2607,BHITRWAR,IND,0,Literate,985557,0,985557,18,GEN,GWALIOR,GIRD ZONE,false,true,false,Male,,,,,,,Independent
Hardeep Singh Dang,http://myneta.info/mp2013/candidate.php?candidate_id=926,SUWARSA,INC,0,Post Graduate,3368351,0,3368351,226,GEN,MANDSAUR,MALWA PLATEAU,false,true,false,Male,,,,,,,Indian National Congress
Hare Singh Pusham,http://myneta.info/mp2013/candidate.php?candidate_id=554,BAIHAR,IND,0,Others,460000,75755,384245,108,ST,BALAGHAT,CHHATTISGARH PLAINS,false,false,false,Male,,,,,,,Independent
Harendra Singh Babbu,http://myneta.info/mp2013/candidate.php?candidate_id=779,JABALPUR WEST,BJP,10,10th Pass,31911972,9653218,22258754,100,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,true,true,true,Male,http://myneta.info/mp2013/index.php?action=affidavitComparison&myneta_folder2=2008mp&id1=779&id2=203,31911972,9305205,22606767,243%,PAN is Different,Bharatiya Janata Party
Harendra Singh Marko,http://myneta.info/mp2013/candidate.php?candidate_id=1449,DINDORI,GGP,0,12th Pass,2240000,0,2240000,104,ST,DINDORI,NOTHERN HILLS ZONE OF CHHATTISGARH,false,false,false,Male,,,,,,,Gondvana Gantantra Party
Hari,http://myneta.info/mp2013/candidate.php?candidate_id=1354,BASODA,BSP,1,Literate,684000,0,684000,145,GEN,VIDISHA,VINDHYAN PLEATEAU,true,true,false,Male,,,,,,,Bahujan Samaj Party
Hari Kumar Kewat Advocate,http://myneta.info/mp2013/candidate.php?candidate_id=1382,SIDHI,Pragatisheel Manav Samaj Party,0,Post Graduate,174496,0,174496,77,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,false,true,false,Male,,,,,,,Pragatisheel Manav Samaj Party
Hari Singh Bhalavi,http://myneta.info/mp2013/candidate.php?candidate_id=2137,KHATEGAON,IND,0,5th Pass,800100,0,800100,173,GEN,DEWAS,MALWA PLATEAU,false,false,false,Male,,,,,,,Independent
Haricharan Chidar,http://myneta.info/mp2013/candidate.php?candidate_id=2587,BAMORI,IND,0,5th Pass,1992000,0,1992000,28,GEN,GUNA,GIRD ZONE,false,false,false,Male,,,,,,,Independent
Haridwar Singh,http://myneta.info/mp2013/candidate.php?candidate_id=530,KOTAMA,CPI,1,12th Pass,3854354,600000,3254354,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,true,true,true,Male,,,,,,,Communist Party of India
Harilal Dhurvey,http://myneta.info/mp2013/candidate.php?candidate_id=2471,BICHHIYA,SP,1,Literate,735000,18000,717000,105,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,false,false,false,Male,,,,,,,Samajwadi Party
Hariom Kushwaha,http://myneta.info/mp2013/candidate.php?candidate_id=1787,NIWARI,IND,0,10th Pass,345500,0,345500,46,GEN,TIKAMGARH,BUNDELKHAND ZONE,false,true,false,Male,,,,,,,Independent
Hariom Singh,http://myneta.info/mp2013/candidate.php?candidate_id=2171,SEONI MALWA,IND,0,10th Pass,1122000,0,1122000,136,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,false,false,false,Male,,,,,,,Independent
Hariplal Bihare,http://myneta.info/mp2013/candidate.php?candidate_id=1687,AMLA,IND,0,Graduate,50000,0,50000,130,SC,BETUL,SATPURA PLATEAU,false,false,false,Male,,,,,,,Independent
Hariram Garhwal,http://myneta.info/mp2013/candidate.php?candidate_id=2167,PIPARIYA,GGP,0,Graduate,5488769,0,5488769,139,SC,HOSHANGABAD,CENTRAL NARMADA VALLEY,false,false,false,Male,,,,,,,Gondvana Gantantra Party
Hariram Jayram Nagle,http://myneta.info/mp2013/candidate.php?candidate_id=2125,MULTAI,IND,1,12th Pass,679500,0,679500,129,GEN,BETUL,SATPURA PLATEAU,true,true,true,Male,,,,,,,Independent
Hariram Thakur,http://myneta.info/mp2013/candidate.php?candidate_id=229,JABERA,GGP,0,Post Graduate,410000,0,410000,56,GEN,DAMOH,VINDHYAN PLEATEAU,false,false,false,Male,,,,,,,Gondvana Gantantra Party
Harish Rathore,http://myneta.info/mp2013/candidate.php?candidate_id=365,SEHORE,INC,0,Post Graduate,49040334,3443184,45597150,159,GEN,SEHORE,VINDHYAN PLEATEAU,true,true,false,Male,,,,,,,Indian National Congress
Harishanka Jatav,http://myneta.info/mp2013/candidate.php?candidate_id=2661,AMBAH,IND,0,10th Pass,295000,0,295000,8,SC,MORENA,GIRD ZONE,false,false,false,Male,,,,,,,Independent
Harishankar Chaudhary,http://myneta.info/mp2013/candidate.php?candidate_id=735,HATA,INC,1,12th Pass,6376000,500000,5876000,57,SC,DAMOH,VINDHYAN PLEATEAU,true,true,true,Male,,,,,,,Indian National Congress
Harishankar Khatik,http://myneta.info/mp2013/candidate.php?candidate_id=830,JATARA,BJP,0,12th Pass,12299458,144000,12155458,44,SC,TIKAMGARH,BUNDELKHAND ZONE,true,true,false,Male,,,,,,,Bharatiya Janata Party
Harisingh Raghuwanshi,http://myneta.info/mp2013/candidate.php?candidate_id=75,BASODA,BJP,0,Graduate,34662147,1730486,32931661,145,GEN,VIDISHA,VINDHYAN PLEATEAU,true,true,false,Male,http://myneta.info/mp2013/index.php?action=affidavitComparison&myneta_folder2=2008mp&id1=75&id2=453,34662147,10886508,23775639,218%,,Bharatiya Janata Party
Harivallabh,http://myneta.info/mp2013/candidate.php?candidate_id=196,POHARI,INC,4,Post Graduate,12924883,1013440,11911443,24,GEN,SHIVPURI,GIRD ZONE,true,true,false,Male,,,,,,,Indian National Congress
Harkoobai,http://myneta.info/mp2013/candidate.php?candidate_id=2699,RAJGARH,IND,0,5th Pass,985998,0,985998,162,GEN,RAJGARH,MALWA PLATEAU,false,false,false,Female,,,,,,,Independent
Harprasad Anuragi,http://myneta.info/mp2013/candidate.php?candidate_id=719,CHANDLA,INC,0,12th Pass,2802126,0,2802126,49,SC,CHHATARPUR,BUNDELKHAND ZONE,true,true,false,Male,,,,,,,Indian National Congress
Harsh Singh,http://myneta.info/mp2013/candidate.php?candidate_id=835,RAMPUR BAGHELAN,BJP,2,12th Pass,52069017,0,52069017,67,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,true,true,false,Male,,,,,,,Bharatiya Janata Party
Harsh Swaroop,http://myneta.info/mp2013/candidate.php?candidate_id=208,DEORI,INC,0,Post Graduate,55508481,1161000,54347481,38,GEN,SAGAR,VINDHYAN PLEATEAU,true,true,false,Male,,,,,,,Indian National Congress
Harshbardhan Singh Bhadouriya (Nati),http://myneta.info/mp2013/candidate.php?candidate_id=2564,MEHGAON,Rashtriya Samanta Dal,2,Graduate,3060009,500000,2560009,12,GEN,BHIND,GIRD ZONE,false,true,true,Male,,,,,,,Rashtriya Samanta Dal
Harshvijay Gehlot,http://myneta.info/mp2013/candidate.php?candidate_id=949,SAILANA,INC,1,Graduate,17715032,5383702,12331330,221,ST,RATLAM,MALWA PLATEAU,true,true,true,Male,,,,,,,Indian National Congress
Harshwardhan Singh Rajput,http://myneta.info/mp2013/candidate.php?candidate_id=2334,GOVINDPURA,NCP,1,12th Pass,1175000,129350,1045650,154,GEN,BHOPAL,VINDHYAN PLEATEAU,true,true,true,Male,,,,,,,Nationalist Congress Party
Harvansh Rathore,http://myneta.info/mp2013/candidate.php?candidate_id=642,BANDA,BJP,1,Post Graduate,45713081,1816300,43896781,42,GEN,SAGAR,VINDHYAN PLEATEAU,true,true,false,Male,,,,,,,Bharatiya Janata Party
Hasan Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1034,BHITRWAR,LJP,0,Graduate,271953,0,271953,18,GEN,GWALIOR,GIRD ZONE,true,true,false,Male,,,,,,,Lok Janshakti Party
Havaldar Singh Baghel,http://myneta.info/mp2013/candidate.php?candidate_id=1604,GWALIOR EAST,Aarthik Samanta Party,0,Graduate,1430000,450000,980000,16,GEN,GWALIOR,GIRD ZONE,false,false,false,Male,,,,,,,Aarthik Samanta Party
Hazi Hatambhai (Darbar),http://myneta.info/mp2013/candidate.php?candidate_id=2145,DEWAS,SP,0,5th Pass,30216100,0,30216100,171,GEN,DEWAS,MALWA PLATEAU,false,false,false,Male,,,,,,,Samajwadi Party
Heena Kavre,http://myneta.info/mp2013/candidate.php?candidate_id=855,LANJI,INC,0,Post Graduate,7003113,0,7003113,109,GEN,BALAGHAT,CHHATTISGARH PLAINS,false,true,false,Female,,,,,,,Indian National Congress
Heera Bai,http://myneta.info/mp2013/candidate.php?candidate_id=2398,JABALPUR NORTH,SP,0,8th Pass,1087000,0,1087000,98,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,Samajwadi Party
Heera Singh,http://myneta.info/mp2013/candidate.php?candidate_id=1396,DHOUHANI,NPP,0,8th Pass,572500,0,572500,82,ST,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,National People's Party
Heeralal Singh Gond,http://myneta.info/mp2013/candidate.php?candidate_id=273,DHOUHANI,Bhartiya Shakti Chetna Party,0,Graduate,54500,0,54500,82,ST,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,Bhartiya Shakti Chetna Party
Hemant Jain,http://myneta.info/mp2013/candidate.php?candidate_id=1762,TIKAMGARH,IND,0,Post Graduate,1940000,0,1940000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,true,true,false,Male,,,,,,,Independent
Hemant Kumar,http://myneta.info/mp2013/candidate.php?candidate_id=2718,KEOLARI,NPP,0,10th Pass,300000,0,300000,116,GEN,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,false,false,false,Male,,,,,,,National People's Party
Hemant Pal,http://myneta.info/mp2013/candidate.php?candidate_id=2620,GWALIOR RURAL,IND,0,Graduate,4170000,6000000,-1830000,14,GEN,GWALIOR,GIRD ZONE,true,true,false,Male,,,,,,,Independent
Hemant Singh Kushwah,http://myneta.info/mp2013/candidate.php?candidate_id=2588,BAMORI,IND,0,12th Pass,2828586,0,2828586,28,GEN,GUNA,GIRD ZONE,false,false,false,Male,,,,,,,Independent
Hemant Wagdare,http://myneta.info/mp2013/candidate.php?candidate_id=880,BETUL,INC,2,Graduate Professional,13998402,4133169,9865233,131,GEN,BETUL,SATPURA PLATEAU,true,true,false,Male,,,,,,,Indian National Congress
Hemchand Damar,http://myneta.info/mp2013/candidate.php?candidate_id=1856,SAILANA,IND,0,5th Pass,4911075,43166,4867909,221,ST,RATLAM,MALWA PLATEAU,false,false,false,Male,,,,,,,Independent
Hemraj Singh Advocate,http://myneta.info/mp2013/candidate.php?candidate_id=2457,SILWANI,Jan-Nyay Dal,0,Graduate Professional,1673000,0,1673000,143,GEN,RAISEN,VINDHYAN PLEATEAU,false,true,false,Male,,,,,,,Jan-Nyay Dal
